zone_id,timestamp,hour,day_of_week,is_weekend,temp_c,demand_m3
Z1,2025-02-15 20:00:00,20,5,1,15.97,145.92
Z1,2025-02-15 21:00:00,21,5,1,14.26,132.17
Z1,2025-02-15 22:00:00,22,5,1,11.66,134.18
Z1,2025-02-15 23:00:00,23,5,1,15.23,133.79
Z1,2025-02-16 00:00:00,0,6,1,12.45,124.95
Z1,2025-02-16 01:00:00,1,6,1,10.96,126.86
Z1,2025-02-16 02:00:00,2,6,1,14.07,124.63
Z1,2025-02-16 03:00:00,3,6,1,11.96,127.88
Z1,2025-02-16 04:00:00,4,6,1,11.93,129.84
Z1,2025-02-16 05:00:00,5,6,1,15.65,140.48
Z1,2025-02-16 06:00:00,6,6,1,11.87,141.67
Z1,2025-02-16 07:00:00,7,6,1,13.44,150.05
Z1,2025-02-16 08:00:00,8,6,1,11.27,152.75
Z1,2025-02-16 09:00:00,9,6,1,14.29,136.73
Z1,2025-02-16 10:00:00,10,6,1,9.28,133.1
Z1,2025-02-16 11:00:00,11,6,1,10.97,129.85
Z1,2025-02-16 12:00:00,12,6,1,8.95,126.65
Z1,2025-02-16 13:00:00,13,6,1,10.01,126.84
Z1,2025-02-16 14:00:00,14,6,1,11.77,119.65
Z1,2025-02-16 15:00:00,15,6,1,11.05,130.76
Z1,2025-02-16 16:00:00,16,6,1,11.74,134.95
Z1,2025-02-16 17:00:00,17,6,1,14.46,130.79
Z1,2025-02-16 18:00:00,18,6,1,13.84,145.13
Z1,2025-02-16 19:00:00,19,6,1,9.99,134.0
Z1,2025-02-16 20:00:00,20,6,1,10.97,146.59
Z1,2025-02-16 21:00:00,21,6,1,10.98,145.07
Z1,2025-02-16 22:00:00,22,6,1,8.92,127.98
Z1,2025-02-16 23:00:00,23,6,1,9.13,126.52
Z1,2025-02-17 00:00:00,0,0,0,12.26,132.2
Z1,2025-02-17 01:00:00,1,0,0,6.95,129.61
Z1,2025-02-17 02:00:00,2,0,0,11.43,136.6
Z1,2025-02-17 03:00:00,3,0,0,12.55,130.56
Z1,2025-02-17 04:00:00,4,0,0,11.64,147.04
Z1,2025-02-17 05:00:00,5,0,0,7.87,144.54
Z1,2025-02-17 06:00:00,6,0,0,9.7,152.46
Z1,2025-02-17 07:00:00,7,0,0,10.9,155.16
Z1,2025-02-17 08:00:00,8,0,0,9.29,152.66
Z1,2025-02-17 09:00:00,9,0,0,8.6,136.98
Z1,2025-02-17 10:00:00,10,0,0,11.17,132.44
Z1,2025-02-17 11:00:00,11,0,0,11.08,138.01
Z1,2025-02-17 12:00:00,12,0,0,7.41,125.37
Z1,2025-02-17 13:00:00,13,0,0,11.72,128.62
Z1,2025-02-17 14:00:00,14,0,0,9.15,135.01
Z1,2025-02-17 15:00:00,15,0,0,10.95,135.01
Z1,2025-02-17 16:00:00,16,0,0,8.8,146.46
Z1,2025-02-17 17:00:00,17,0,0,12.24,153.38
Z1,2025-02-17 18:00:00,18,0,0,9.68,144.67
Z1,2025-02-17 19:00:00,19,0,0,8.23,153.02
Z1,2025-02-17 20:00:00,20,0,0,10.04,158.35
Z1,2025-02-17 21:00:00,21,0,0,10.31,136.18
Z1,2025-02-17 22:00:00,22,0,0,10.84,134.38
Z1,2025-02-17 23:00:00,23,0,0,8.62,135.22
Z1,2025-02-18 00:00:00,0,1,0,12.12,153.21
Z1,2025-02-18 01:00:00,1,1,0,9.96,130.93
Z1,2025-02-18 02:00:00,2,1,0,9.78,137.52
Z1,2025-02-18 03:00:00,3,1,0,8.43,142.82
Z1,2025-02-18 04:00:00,4,1,0,9.19,139.94
Z1,2025-02-18 05:00:00,5,1,0,9.77,147.44
Z1,2025-02-18 06:00:00,6,1,0,9.97,149.56
Z1,2025-02-18 07:00:00,7,1,0,7.8,147.76
Z1,2025-02-18 08:00:00,8,1,0,9.23,157.05
Z1,2025-02-18 09:00:00,9,1,0,9.19,154.26
Z1,2025-02-18 10:00:00,10,1,0,8.43,140.06
Z1,2025-02-18 11:00:00,11,1,0,6.74,127.71
Z1,2025-02-18 12:00:00,12,1,0,9.35,136.86
Z1,2025-02-18 13:00:00,13,1,0,7.8,129.38
Z1,2025-02-18 14:00:00,14,1,0,5.9,126.2
Z1,2025-02-18 15:00:00,15,1,0,9.45,138.17
Z1,2025-02-18 16:00:00,16,1,0,8.8,138.22
Z1,2025-02-18 17:00:00,17,1,0,8.0,138.46
Z1,2025-02-18 18:00:00,18,1,0,8.98,151.2
Z1,2025-02-18 19:00:00,19,1,0,8.61,147.17
Z1,2025-02-18 20:00:00,20,1,0,4.58,149.97
Z1,2025-02-18 21:00:00,21,1,0,7.03,136.08
Z1,2025-02-18 22:00:00,22,1,0,8.73,135.48
Z1,2025-02-18 23:00:00,23,1,0,9.22,138.14
Z1,2025-02-19 00:00:00,0,2,0,8.59,122.13
Z1,2025-02-19 01:00:00,1,2,0,9.33,132.84
Z1,2025-02-19 02:00:00,2,2,0,6.9,129.6
Z1,2025-02-19 03:00:00,3,2,0,4.73,130.06
Z1,2025-02-19 04:00:00,4,2,0,5.8,124.76
Z1,2025-02-19 05:00:00,5,2,0,5.0,145.86
Z1,2025-02-19 06:00:00,6,2,0,6.28,158.05
Z1,2025-02-19 07:00:00,7,2,0,6.37,142.4
Z1,2025-02-19 08:00:00,8,2,0,5.45,155.25
Z1,2025-02-19 09:00:00,9,2,0,6.83,138.09
Z1,2025-02-19 10:00:00,10,2,0,7.25,137.64
Z1,2025-02-19 11:00:00,11,2,0,8.64,141.0
Z1,2025-02-19 12:00:00,12,2,0,6.37,120.23
Z1,2025-02-19 13:00:00,13,2,0,6.24,129.49
Z1,2025-02-19 14:00:00,14,2,0,5.36,121.95
Z1,2025-02-19 15:00:00,15,2,0,7.27,131.82
Z1,2025-02-19 16:00:00,16,2,0,6.76,130.92
Z1,2025-02-19 17:00:00,17,2,0,6.32,134.86
Z1,2025-02-19 18:00:00,18,2,0,7.95,153.65
Z1,2025-02-19 19:00:00,19,2,0,3.8,138.98
Z1,2025-02-19 20:00:00,20,2,0,4.27,139.13
Z1,2025-02-19 21:00:00,21,2,0,6.35,131.74
Z1,2025-02-19 22:00:00,22,2,0,5.05,127.39
Z1,2025-02-19 23:00:00,23,2,0,6.69,131.83
Z1,2025-02-20 00:00:00,0,3,0,5.26,127.38
Z1,2025-02-20 01:00:00,1,3,0,5.48,125.02
Z1,2025-02-20 02:00:00,2,3,0,8.76,139.02
Z1,2025-02-20 03:00:00,3,3,0,4.26,132.03
Z1,2025-02-20 04:00:00,4,3,0,7.39,127.9
Z1,2025-02-20 05:00:00,5,3,0,7.36,151.24
Z1,2025-02-20 06:00:00,6,3,0,4.41,141.09
Z1,2025-02-20 07:00:00,7,3,0,7.58,155.72
Z1,2025-02-20 08:00:00,8,3,0,6.84,151.55
Z1,2025-02-20 09:00:00,9,3,0,6.56,133.1
Z1,2025-02-20 10:00:00,10,3,0,7.51,141.95
Z1,2025-02-20 11:00:00,11,3,0,5.56,128.36
Z1,2025-02-20 12:00:00,12,3,0,3.57,127.91
Z1,2025-02-20 13:00:00,13,3,0,6.69,128.1
Z1,2025-02-20 14:00:00,14,3,0,7.48,128.23
Z1,2025-02-20 15:00:00,15,3,0,6.61,125.19
Z1,2025-02-20 16:00:00,16,3,0,5.69,133.14
Z1,2025-02-20 17:00:00,17,3,0,6.03,137.85
Z1,2025-02-20 18:00:00,18,3,0,5.47,149.41
Z1,2025-02-20 19:00:00,19,3,0,4.98,136.33
Z1,2025-02-20 20:00:00,20,3,0,8.23,156.06
Z1,2025-02-20 21:00:00,21,3,0,3.64,141.32
Z1,2025-02-20 22:00:00,22,3,0,4.79,134.69
Z1,2025-02-20 23:00:00,23,3,0,5.96,129.12
Z1,2025-02-21 00:00:00,0,4,0,4.31,121.04
Z1,2025-02-21 01:00:00,1,4,0,4.09,119.99
Z1,2025-02-21 02:00:00,2,4,0,5.34,122.57
Z1,2025-02-21 03:00:00,3,4,0,6.43,138.58
Z1,2025-02-21 04:00:00,4,4,0,4.52,132.78
Z1,2025-02-21 05:00:00,5,4,0,6.11,143.35
Z1,2025-02-21 06:00:00,6,4,0,5.45,152.31
Z1,2025-02-21 07:00:00,7,4,0,6.04,144.82
Z1,2025-02-21 08:00:00,8,4,0,6.6,154.55
Z1,2025-02-21 09:00:00,9,4,0,4.13,138.37
Z1,2025-02-21 10:00:00,10,4,0,6.28,132.21
Z1,2025-02-21 11:00:00,11,4,0,6.85,144.35
Z1,2025-02-21 12:00:00,12,4,0,4.04,117.11
Z1,2025-02-21 13:00:00,13,4,0,5.66,131.56
Z1,2025-02-21 14:00:00,14,4,0,4.84,135.78
Z1,2025-02-21 15:00:00,15,4,0,3.16,131.33
Z1,2025-02-21 16:00:00,16,4,0,4.24,142.77
Z1,2025-02-21 17:00:00,17,4,0,8.13,137.97
Z1,2025-02-21 18:00:00,18,4,0,4.3,148.21
Z1,2025-02-21 19:00:00,19,4,0,4.53,145.16
Z1,2025-02-21 20:00:00,20,4,0,5.14,132.54
Z1,2025-02-21 21:00:00,21,4,0,5.06,134.76
Z1,2025-02-21 22:00:00,22,4,0,4.33,141.22
Z1,2025-02-21 23:00:00,23,4,0,3.18,132.07
Z1,2025-02-22 00:00:00,0,5,1,4.64,113.89
Z1,2025-02-22 01:00:00,1,5,1,6.23,119.6
Z1,2025-02-22 02:00:00,2,5,1,5.89,123.34
Z1,2025-02-22 03:00:00,3,5,1,4.53,113.7
Z1,2025-02-22 04:00:00,4,5,1,3.4,115.05
Z1,2025-02-22 05:00:00,5,5,1,9.44,141.98
Z1,2025-02-22 06:00:00,6,5,1,2.99,126.95
Z1,2025-02-22 07:00:00,7,5,1,5.73,145.16
Z1,2025-02-22 08:00:00,8,5,1,5.83,136.77
Z1,2025-02-22 09:00:00,9,5,1,4.82,130.93
Z1,2025-02-22 10:00:00,10,5,1,5.13,108.77
Z1,2025-02-22 11:00:00,11,5,1,4.66,112.43
Z1,2025-02-22 12:00:00,12,5,1,5.26,134.77
Z1,2025-02-22 13:00:00,13,5,1,5.55,115.23
Z1,2025-02-22 14:00:00,14,5,1,6.38,121.81
Z1,2025-02-22 15:00:00,15,5,1,5.63,123.78
Z1,2025-02-22 16:00:00,16,5,1,8.09,120.28
Z1,2025-02-22 17:00:00,17,5,1,5.72,124.13
Z1,2025-02-22 18:00:00,18,5,1,5.85,129.4
Z1,2025-02-22 19:00:00,19,5,1,4.39,133.5
Z1,2025-02-22 20:00:00,20,5,1,6.49,141.19
Z1,2025-02-22 21:00:00,21,5,1,3.16,126.95
Z1,2025-02-22 22:00:00,22,5,1,3.97,114.57
Z1,2025-02-22 23:00:00,23,5,1,4.72,117.19
Z1,2025-02-23 00:00:00,0,6,1,8.69,123.04
Z1,2025-02-23 01:00:00,1,6,1,3.0,110.29
Z1,2025-02-23 02:00:00,2,6,1,6.61,130.92
Z1,2025-02-23 03:00:00,3,6,1,2.71,103.9
Z1,2025-02-23 04:00:00,4,6,1,7.9,127.75
Z1,2025-02-23 05:00:00,5,6,1,3.81,130.96
Z1,2025-02-23 06:00:00,6,6,1,1.17,132.73
Z1,2025-02-23 07:00:00,7,6,1,5.63,147.3
Z1,2025-02-23 08:00:00,8,6,1,3.63,136.18
Z1,2025-02-23 09:00:00,9,6,1,3.78,129.25
Z1,2025-02-23 10:00:00,10,6,1,3.84,118.09
Z1,2025-02-23 11:00:00,11,6,1,3.71,120.3
Z1,2025-02-23 12:00:00,12,6,1,6.51,116.94
Z1,2025-02-23 13:00:00,13,6,1,5.29,108.11
Z1,2025-02-23 14:00:00,14,6,1,4.81,116.72
Z1,2025-02-23 15:00:00,15,6,1,9.21,117.76
Z1,2025-02-23 16:00:00,16,6,1,7.49,132.33
Z1,2025-02-23 17:00:00,17,6,1,5.74,140.26
Z1,2025-02-23 18:00:00,18,6,1,5.9,137.31
Z1,2025-02-23 19:00:00,19,6,1,5.28,143.68
Z1,2025-02-23 20:00:00,20,6,1,7.03,132.58
Z1,2025-02-23 21:00:00,21,6,1,3.43,125.73
Z1,2025-02-23 22:00:00,22,6,1,4.24,122.06
Z1,2025-02-23 23:00:00,23,6,1,7.32,119.42
Z1,2025-02-24 00:00:00,0,0,0,5.43,126.87
Z1,2025-02-24 01:00:00,1,0,0,6.79,114.74
Z1,2025-02-24 02:00:00,2,0,0,4.63,127.29
Z1,2025-02-24 03:00:00,3,0,0,7.37,127.83
Z1,2025-02-24 04:00:00,4,0,0,2.79,132.99
Z1,2025-02-24 05:00:00,5,0,0,4.68,131.66
Z1,2025-02-24 06:00:00,6,0,0,4.73,145.87
Z1,2025-02-24 07:00:00,7,0,0,4.79,137.51
Z1,2025-02-24 08:00:00,8,0,0,7.07,157.44
Z1,2025-02-24 09:00:00,9,0,0,6.74,134.44
Z1,2025-02-24 10:00:00,10,0,0,5.49,132.48
Z1,2025-02-24 11:00:00,11,0,0,6.73,134.03
Z1,2025-02-24 12:00:00,12,0,0,4.76,126.75
Z1,2025-02-24 13:00:00,13,0,0,6.59,137.08
Z1,2025-02-24 14:00:00,14,0,0,6.99,134.38
Z1,2025-02-24 15:00:00,15,0,0,6.1,139.16
Z1,2025-02-24 16:00:00,16,0,0,6.63,130.14
Z1,2025-02-24 17:00:00,17,0,0,8.16,146.8
Z1,2025-02-24 18:00:00,18,0,0,5.43,141.53
Z1,2025-02-24 19:00:00,19,0,0,6.57,150.67
Z1,2025-02-24 20:00:00,20,0,0,6.47,147.52
Z1,2025-02-24 21:00:00,21,0,0,8.76,149.77
Z1,2025-02-24 22:00:00,22,0,0,6.54,140.85
Z1,2025-02-24 23:00:00,23,0,0,4.75,131.47
Z1,2025-02-25 00:00:00,0,1,0,9.05,129.57
Z1,2025-02-25 01:00:00,1,1,0,5.11,122.3
Z1,2025-02-25 02:00:00,2,1,0,4.79,121.5
Z1,2025-02-25 03:00:00,3,1,0,5.92,120.6
Z1,2025-02-25 04:00:00,4,1,0,6.54,139.19
Z1,2025-02-25 05:00:00,5,1,0,5.2,148.54
Z1,2025-02-25 06:00:00,6,1,0,7.38,156.34
Z1,2025-02-25 07:00:00,7,1,0,5.67,156.94
Z1,2025-02-25 08:00:00,8,1,0,5.07,152.73
Z1,2025-02-25 09:00:00,9,1,0,7.02,144.92
Z1,2025-02-25 10:00:00,10,1,0,5.05,126.61
Z1,2025-02-25 11:00:00,11,1,0,7.75,125.56
Z1,2025-02-25 12:00:00,12,1,0,7.6,121.47
Z1,2025-02-25 13:00:00,13,1,0,8.23,122.93
Z1,2025-02-25 14:00:00,14,1,0,7.84,134.42
Z1,2025-02-25 15:00:00,15,1,0,6.02,134.1
Z1,2025-02-25 16:00:00,16,1,0,7.51,133.14
Z1,2025-02-25 17:00:00,17,1,0,5.66,127.84
Z1,2025-02-25 18:00:00,18,1,0,7.75,137.81
Z1,2025-02-25 19:00:00,19,1,0,7.43,147.33
Z1,2025-02-25 20:00:00,20,1,0,8.36,146.11
Z1,2025-02-25 21:00:00,21,1,0,6.9,145.5
Z1,2025-02-25 22:00:00,22,1,0,7.96,138.8
Z1,2025-02-25 23:00:00,23,1,0,8.21,124.02
Z1,2025-02-26 00:00:00,0,2,0,8.7,134.13
Z1,2025-02-26 01:00:00,1,2,0,6.1,125.94
Z1,2025-02-26 02:00:00,2,2,0,7.63,128.8
Z1,2025-02-26 03:00:00,3,2,0,8.25,140.42
Z1,2025-02-26 04:00:00,4,2,0,9.43,129.36
Z1,2025-02-26 05:00:00,5,2,0,8.8,151.72
Z1,2025-02-26 06:00:00,6,2,0,8.51,158.06
Z1,2025-02-26 07:00:00,7,2,0,11.01,164.35
Z1,2025-02-26 08:00:00,8,2,0,8.43,157.69
Z1,2025-02-26 09:00:00,9,2,0,8.33,143.33
Z1,2025-02-26 10:00:00,10,2,0,7.65,144.49
Z1,2025-02-26 11:00:00,11,2,0,7.02,139.56
Z1,2025-02-26 12:00:00,12,2,0,9.06,123.02
Z1,2025-02-26 13:00:00,13,2,0,8.93,118.56
Z1,2025-02-26 14:00:00,14,2,0,9.38,137.82
Z1,2025-02-26 15:00:00,15,2,0,7.62,133.26
Z1,2025-02-26 16:00:00,16,2,0,11.5,138.13
Z1,2025-02-26 17:00:00,17,2,0,7.05,150.17
Z1,2025-02-26 18:00:00,18,2,0,11.65,151.9
Z1,2025-02-26 19:00:00,19,2,0,10.29,160.4
Z1,2025-02-26 20:00:00,20,2,0,7.73,144.26
Z1,2025-02-26 21:00:00,21,2,0,10.76,155.84
Z1,2025-02-26 22:00:00,22,2,0,9.83,133.87
Z1,2025-02-26 23:00:00,23,2,0,12.03,134.63
Z1,2025-02-27 00:00:00,0,3,0,8.62,132.41
Z1,2025-02-27 01:00:00,1,3,0,11.52,139.03
Z1,2025-02-27 02:00:00,2,3,0,9.89,135.1
Z1,2025-02-27 03:00:00,3,3,0,9.4,136.56
Z1,2025-02-27 04:00:00,4,3,0,5.61,130.88
Z1,2025-02-27 05:00:00,5,3,0,9.84,138.09
Z1,2025-02-27 06:00:00,6,3,0,10.13,152.24
Z1,2025-02-27 07:00:00,7,3,0,12.26,169.15
Z1,2025-02-27 08:00:00,8,3,0,9.0,151.2
Z1,2025-02-27 09:00:00,9,3,0,9.66,142.07
Z1,2025-02-27 10:00:00,10,3,0,10.14,133.55
Z1,2025-02-27 11:00:00,11,3,0,8.23,135.56
Z1,2025-02-27 12:00:00,12,3,0,10.94,128.85
Z1,2025-02-27 13:00:00,13,3,0,11.42,130.36
Z1,2025-02-27 14:00:00,14,3,0,10.53,138.81
Z1,2025-02-27 15:00:00,15,3,0,10.18,138.32
Z1,2025-02-27 16:00:00,16,3,0,9.53,137.62
Z1,2025-02-27 17:00:00,17,3,0,10.07,140.43
Z1,2025-02-27 18:00:00,18,3,0,10.19,140.84
Z1,2025-02-27 19:00:00,19,3,0,9.8,150.05
Z1,2025-02-27 20:00:00,20,3,0,10.23,148.73
Z1,2025-02-27 21:00:00,21,3,0,10.6,148.42
Z1,2025-02-27 22:00:00,22,3,0,12.09,137.96
Z1,2025-02-27 23:00:00,23,3,0,9.05,127.99
Z1,2025-02-28 00:00:00,0,4,0,10.2,130.14
Z1,2025-02-28 01:00:00,1,4,0,9.86,124.13
Z1,2025-02-28 02:00:00,2,4,0,10.41,134.04
Z1,2025-02-28 03:00:00,3,4,0,12.07,133.07
Z1,2025-02-28 04:00:00,4,4,0,10.63,133.12
Z1,2025-02-28 05:00:00,5,4,0,11.29,141.64
Z1,2025-02-28 06:00:00,6,4,0,12.28,145.32
Z1,2025-02-28 07:00:00,7,4,0,10.96,159.96
Z1,2025-02-28 08:00:00,8,4,0,11.86,171.69
Z1,2025-02-28 09:00:00,9,4,0,12.19,141.78
Z1,2025-02-28 10:00:00,10,4,0,11.6,129.19
Z1,2025-02-28 11:00:00,11,4,0,11.71,131.0
Z1,2025-02-28 12:00:00,12,4,0,13.28,133.19
Z1,2025-02-28 13:00:00,13,4,0,11.82,130.81
Z1,2025-02-28 14:00:00,14,4,0,14.68,136.95
Z1,2025-02-28 15:00:00,15,4,0,14.91,146.16
Z1,2025-02-28 16:00:00,16,4,0,12.97,145.13
Z1,2025-02-28 17:00:00,17,4,0,12.92,136.76
Z1,2025-02-28 18:00:00,18,4,0,11.99,157.36
Z1,2025-02-28 19:00:00,19,4,0,12.42,146.48
Z1,2025-02-28 20:00:00,20,4,0,12.5,163.12
Z1,2025-02-28 21:00:00,21,4,0,14.54,149.89
Z1,2025-02-28 22:00:00,22,4,0,14.18,142.17
Z1,2025-02-28 23:00:00,23,4,0,10.28,130.17
Z1,2025-03-01 00:00:00,0,5,1,15.27,126.68
Z1,2025-03-01 01:00:00,1,5,1,12.64,123.45
Z1,2025-03-01 02:00:00,2,5,1,15.95,139.35
Z1,2025-03-01 03:00:00,3,5,1,16.51,130.79
Z1,2025-03-01 04:00:00,4,5,1,13.71,123.27
Z1,2025-03-01 05:00:00,5,5,1,15.56,134.85
Z1,2025-03-01 06:00:00,6,5,1,13.76,141.23
Z1,2025-03-01 07:00:00,7,5,1,12.64,145.14
Z1,2025-03-01 08:00:00,8,5,1,12.7,143.3
Z1,2025-03-01 09:00:00,9,5,1,12.87,143.63
Z1,2025-03-01 10:00:00,10,5,1,12.12,131.8
Z1,2025-03-01 11:00:00,11,5,1,15.69,127.7
Z1,2025-03-01 12:00:00,12,5,1,12.88,124.61
Z1,2025-03-01 13:00:00,13,5,1,15.81,130.58
Z1,2025-03-01 14:00:00,14,5,1,13.33,130.15
Z1,2025-03-01 15:00:00,15,5,1,12.56,132.54
Z1,2025-03-01 16:00:00,16,5,1,14.92,133.41
Z1,2025-03-01 17:00:00,17,5,1,13.13,133.26
Z1,2025-03-01 18:00:00,18,5,1,15.28,153.61
Z1,2025-03-01 19:00:00,19,5,1,13.61,149.08
Z1,2025-03-01 20:00:00,20,5,1,11.52,138.21
Z1,2025-03-01 21:00:00,21,5,1,14.69,135.0
Z1,2025-03-01 22:00:00,22,5,1,13.42,129.46
Z1,2025-03-01 23:00:00,23,5,1,15.35,130.68
Z2,2025-01-01 00:00:00,0,2,0,11.64,101.26
Z2,2025-01-01 01:00:00,1,2,0,14.18,119.84
Z2,2025-01-01 02:00:00,2,2,0,11.05,110.72
Z2,2025-01-01 03:00:00,3,2,0,14.47,127.63
Z2,2025-01-01 04:00:00,4,2,0,14.77,125.95
Z2,2025-01-01 05:00:00,5,2,0,15.65,119.18
Z2,2025-01-01 06:00:00,6,2,0,16.68,142.61
Z2,2025-01-01 07:00:00,7,2,0,16.37,168.2
Z2,2025-01-01 08:00:00,8,2,0,12.57,146.74
Z2,2025-01-01 09:00:00,9,2,0,15.35,133.33
Z2,2025-01-01 10:00:00,10,2,0,15.8,122.34
Z2,2025-01-01 11:00:00,11,2,0,15.1,122.05
Z2,2025-01-01 12:00:00,12,2,0,13.77,121.57
Z2,2025-01-01 13:00:00,13,2,0,15.51,112.27
Z2,2025-01-01 14:00:00,14,2,0,15.54,127.45
Z2,2025-01-01 15:00:00,15,2,0,15.5,124.13
Z2,2025-01-01 16:00:00,16,2,0,15.3,130.26
Z2,2025-01-01 17:00:00,17,2,0,17.51,144.92
Z2,2025-01-01 18:00:00,18,2,0,16.3,141.47
Z2,2025-01-01 19:00:00,19,2,0,16.8,147.93
Z2,2025-01-01 20:00:00,20,2,0,15.66,141.16
Z2,2025-01-01 21:00:00,21,2,0,16.53,132.27
Z2,2025-01-01 22:00:00,22,2,0,17.05,129.33
Z2,2025-01-01 23:00:00,23,2,0,16.82,124.85
Z2,2025-01-02 00:00:00,0,3,0,19.45,129.26
Z2,2025-01-02 01:00:00,1,3,0,18.47,119.51
Z2,2025-01-02 02:00:00,2,3,0,15.92,125.29
Z2,2025-01-02 03:00:00,3,3,0,18.65,133.15
Z2,2025-01-02 04:00:00,4,3,0,16.51,124.36
Z2,2025-01-02 05:00:00,5,3,0,15.04,128.88
Z2,2025-01-02 06:00:00,6,3,0,19.08,141.4
Z2,2025-01-02 07:00:00,7,3,0,18.63,146.22
Z2,2025-01-02 08:00:00,8,3,0,18.24,136.31
Z2,2025-01-02 09:00:00,9,3,0,17.97,116.8
Z2,2025-01-02 10:00:00,10,3,0,17.64,117.31
Z2,2025-01-02 11:00:00,11,3,0,19.82,130.39
Z2,2025-01-02 12:00:00,12,3,0,18.79,132.22
Z2,2025-01-02 13:00:00,13,3,0,16.75,131.03
Z2,2025-01-02 14:00:00,14,3,0,19.65,123.42
Z2,2025-01-02 15:00:00,15,3,0,20.04,120.79
Z2,2025-01-02 16:00:00,16,3,0,17.18,124.33
Z2,2025-01-02 17:00:00,17,3,0,17.71,127.73
Z2,2025-01-02 18:00:00,18,3,0,20.42,140.85
Z2,2025-01-02 19:00:00,19,3,0,19.19,139.61
Z2,2025-01-02 20:00:00,20,3,0,16.02,138.74
Z2,2025-01-02 21:00:00,21,3,0,15.96,131.56
Z2,2025-01-02 22:00:00,22,3,0,16.85,139.51
Z2,2025-01-02 23:00:00,23,3,0,20.35,128.44
Z2,2025-01-03 00:00:00,0,4,0,20.96,120.09
Z2,2025-01-03 01:00:00,1,4,0,19.96,125.23
Z2,2025-01-03 02:00:00,2,4,0,19.62,131.64
Z2,2025-01-03 03:00:00,3,4,0,20.4,128.15
Z2,2025-01-03 04:00:00,4,4,0,16.9,120.44
Z2,2025-01-03 05:00:00,5,4,0,19.28,136.88
Z2,2025-01-03 06:00:00,6,4,0,17.84,157.19
Z2,2025-01-03 07:00:00,7,4,0,21.89,154.88
Z2,2025-01-03 08:00:00,8,4,0,19.8,143.79
Z2,2025-01-03 09:00:00,9,4,0,18.34,135.66
Z2,2025-01-03 10:00:00,10,4,0,20.23,122.76
Z2,2025-01-03 11:00:00,11,4,0,20.43,125.53
Z2,2025-01-03 12:00:00,12,4,0,17.14,115.95
Z2,2025-01-03 13:00:00,13,4,0,19.45,135.12
Z2,2025-01-03 14:00:00,14,4,0,20.99,118.42
Z2,2025-01-03 15:00:00,15,4,0,20.95,119.24
Z2,2025-01-03 16:00:00,16,4,0,21.92,130.84
Z2,2025-01-03 17:00:00,17,4,0,20.23,145.06
Z2,2025-01-03 18:00:00,18,4,0,18.52,131.73
Z2,2025-01-03 19:00:00,19,4,0,19.64,149.8
Z2,2025-01-03 20:00:00,20,4,0,18.31,122.88
Z2,2025-01-03 21:00:00,21,4,0,19.99,140.12
Z2,2025-01-03 22:00:00,22,4,0,22.54,131.62
Z2,2025-01-03 23:00:00,23,4,0,20.19,134.53
Z2,2025-01-04 00:00:00,0,5,1,18.07,109.37
Z2,2025-01-04 01:00:00,1,5,1,21.23,118.25
Z2,2025-01-04 02:00:00,2,5,1,20.25,114.97
Z2,2025-01-04 03:00:00,3,5,1,17.36,108.81
Z2,2025-01-04 04:00:00,4,5,1,21.84,116.23
Z2,2025-01-04 05:00:00,5,5,1,21.31,131.44
Z2,2025-01-04 06:00:00,6,5,1,20.78,137.26
Z2,2025-01-04 07:00:00,7,5,1,19.92,137.66
Z2,2025-01-04 08:00:00,8,5,1,22.34,139.06
Z2,2025-01-04 09:00:00,9,5,1,20.61,129.27
Z2,2025-01-04 10:00:00,10,5,1,22.63,110.79
Z2,2025-01-04 11:00:00,11,5,1,23.36,117.97
Z2,2025-01-04 12:00:00,12,5,1,22.33,124.52
Z2,2025-01-04 13:00:00,13,5,1,19.7,109.83
Z2,2025-01-04 14:00:00,14,5,1,21.39,112.22
Z2,2025-01-04 15:00:00,15,5,1,24.49,117.62
Z2,2025-01-04 16:00:00,16,5,1,21.11,123.92
Z2,2025-01-04 17:00:00,17,5,1,20.21,124.7
Z2,2025-01-04 18:00:00,18,5,1,22.55,132.96
Z2,2025-01-04 19:00:00,19,5,1,21.99,133.21
Z2,2025-01-04 20:00:00,20,5,1,19.92,133.73
Z2,2025-01-04 21:00:00,21,5,1,24.89,132.8
Z2,2025-01-04 22:00:00,22,5,1,22.65,128.7
Z2,2025-01-04 23:00:00,23,5,1,20.47,128.16
Z2,2025-01-05 00:00:00,0,6,1,22.73,127.08
Z2,2025-01-05 01:00:00,1,6,1,21.39,126.66
Z2,2025-01-05 02:00:00,2,6,1,23.71,122.23
Z2,2025-01-05 03:00:00,3,6,1,22.96,117.99
Z2,2025-01-05 04:00:00,4,6,1,24.46,126.12
Z2,2025-01-05 05:00:00,5,6,1,19.77,120.2
Z2,2025-01-05 06:00:00,6,6,1,22.49,140.15
Z2,2025-01-05 07:00:00,7,6,1,22.74,149.6
Z2,2025-01-05 08:00:00,8,6,1,19.95,136.11
Z2,2025-01-05 09:00:00,9,6,1,20.21,131.99
Z2,2025-01-05 10:00:00,10,6,1,22.84,125.86
Z2,2025-01-05 11:00:00,11,6,1,21.74,125.72
Z2,2025-01-05 12:00:00,12,6,1,24.65,123.63
Z2,2025-01-05 13:00:00,13,6,1,22.95,121.46
