asset_id,date,vibration_mm_s,temperature_c,current_a,hours_since_maintenance,asset_age_days,failure_within_7d
A026,2025-02-13,4.437,64.81,52.65,1146,1167,0
A026,2025-02-14,4.898,59.69,49.42,542,1167,0
A026,2025-02-15,4.3,61.57,53.42,968,1167,0
A026,2025-02-16,4.336,57.68,50.72,1770,1167,0
A026,2025-02-17,4.423,65.52,52.37,165,1167,0
A026,2025-02-18,4.233,58.35,49.47,1995,1167,0
A026,2025-02-19,4.077,59.85,57.35,1343,1167,0
A026,2025-02-20,4.377,64.81,48.76,101,1167,0
A026,2025-02-21,3.883,57.41,50.71,485,1167,0
A026,2025-02-22,4.515,61.94,50.13,1616,1167,0
A026,2025-02-23,4.591,61.67,51.82,1236,1167,0
A026,2025-02-24,3.692,59.85,51.23,559,1167,0
A026,2025-02-25,3.954,60.95,50.97,607,1167,0
A026,2025-02-26,5.284,61.6,58.31,119,1167,0
A026,2025-02-27,3.581,61.41,59.4,1195,1167,0
A026,2025-02-28,4.625,65.55,47.94,1374,1167,0
A026,2025-03-01,3.797,62.61,55.79,100,1167,0
A026,2025-03-02,4.263,59.45,54.82,1999,1167,0
A026,2025-03-03,4.153,62.67,49.12,1591,1167,0
A026,2025-03-04,4.899,59.52,52.29,266,1167,0
A026,2025-03-05,3.925,61.43,50.92,466,1167,0
A026,2025-03-06,3.487,58.52,50.75,987,1167,0
A026,2025-03-07,3.555,58.75,51.07,1439,1167,0
A026,2025-03-08,4.388,58.26,52.8,1212,1167,0
A026,2025-03-09,4.465,65.65,57.78,702,1167,0
A026,2025-03-10,3.63,63.58,53.55,1205,1167,0
A026,2025-03-11,3.882,61.09,55.74,1958,1167,0
A026,2025-03-12,4.297,59.62,51.85,581,1167,0
A026,2025-03-13,3.723,60.12,54.65,454,1167,0
A026,2025-03-14,4.271,57.91,52.75,862,1167,0
A026,2025-03-15,3.703,60.57,53.03,347,1167,0
A026,2025-03-16,4.412,60.57,48.32,1200,1167,0
A026,2025-03-17,4.433,58.93,58.39,1119,1167,0
A026,2025-03-18,3.825,61.73,51.56,459,1167,0
A026,2025-03-19,3.696,61.85,56.39,152,1167,0
A026,2025-03-20,4.547,60.66,46.15,1520,1167,0
A026,2025-03-21,4.184,59.49,50.73,769,1167,0
A026,2025-03-22,3.55,63.12,52.16,193,1167,0
A026,2025-03-23,3.6,60.11,48.87,319,1167,0
A026,2025-03-24,3.459,61.99,54.62,1054,1167,0
A026,2025-03-25,4.128,62.05,55.72,1301,1167,0
A026,2025-03-26,4.013,60.28,49.73,1654,1167,0
A026,2025-03-27,4.331,62.34,50.17,187,1167,0
A026,2025-03-28,4.238,60.6,52.9,1889,1167,0
A026,2025-03-29,3.7,56.7,51.91,1103,1167,0
A026,2025-03-30,3.941,59.69,44.47,28,1167,0
A026,2025-03-31,4.007,61.54,51.85,1587,1167,0
A026,2025-04-01,4.215,64.47,53.21,862,1167,0
A027,2025-02-01,3.479,52.14,51.6,1065,584,0
A027,2025-02-02,3.642,53.07,52.41,1197,584,0
A027,2025-02-03,3.682,60.01,50.16,1293,584,0
A027,2025-02-04,3.168,57.63,51.85,300,584,0
A027,2025-02-05,3.776,56.1,48.94,1954,584,0
A027,2025-02-06,3.749,53.42,51.8,813,584,0
A027,2025-02-07,3.278,58.75,53.8,517,584,0
A027,2025-02-08,3.346,54.71,55.6,27,584,0
A027,2025-02-09,3.665,62.02,49.11,971,584,0
A027,2025-02-10,3.262,61.31,52.84,229,584,0
A027,2025-02-11,3.914,56.56,54.98,1738,584,0
A027,2025-02-12,3.511,57.01,53.76,1728,584,0
A027,2025-02-13,3.449,58.24,50.86,1882,584,0
A027,2025-02-14,3.85,63.41,50.12,323,584,0
A027,2025-02-15,4.197,53.5,48.7,627,584,0
A027,2025-02-16,2.96,60.69,49.59,1805,584,0
A027,2025-02-17,3.775,54.77,53.24,994,584,0
A027,2025-02-18,3.758,57.23,45.15,123,584,0
A027,2025-02-19,3.393,55.5,51.92,755,584,0
A027,2025-02-20,3.016,60.02,53.25,1535,584,0
A027,2025-02-21,4.448,53.97,50.6,470,584,0
A027,2025-02-22,3.306,61.32,53.42,1636,584,0
A027,2025-02-23,3.816,58.03,52.21,1973,584,0
A027,2025-02-24,3.165,59.56,51.43,1641,584,0
A027,2025-02-25,2.964,60.04,52.38,340,584,0
A027,2025-02-26,3.174,61.16,49.47,1198,584,0
A027,2025-02-27,3.557,55.48,49.41,677,584,0
A027,2025-02-28,3.741,56.45,51.66,348,584,0
A027,2025-03-01,3.287,55.77,52.32,114,584,0
A027,2025-03-02,3.817,61.48,52.05,1519,584,0
A027,2025-03-03,3.644,59.08,48.2,5,584,0
A027,2025-03-04,4.211,57.58,49.7,1573,584,0
A027,2025-03-05,2.769,56.87,51.78,192,584,0
A027,2025-03-06,3.343,55.87,50.26,1185,584,0
A027,2025-03-07,3.303,54.69,50.69,644,584,0
A027,2025-03-08,3.354,56.96,48.83,538,584,0
A027,2025-03-09,3.544,59.2,45.19,1897,584,0
A027,2025-03-10,3.323,59.34,52.26,1766,584,0
A027,2025-03-11,3.581,58.85,46.79,868,584,0
A027,2025-03-12,3.139,59.44,52.23,46,584,0
A027,2025-03-13,3.233,60.76,51.26,1754,584,0
A027,2025-03-14,4.058,55.9,50.74,62,584,0
A027,2025-03-15,4.039,57.2,53.08,619,584,0
A027,2025-03-16,3.851,56.99,51.01,967,584,0
A027,2025-03-17,3.544,52.43,55.44,197,584,0
A027,2025-03-18,3.097,57.15,51.15,125,584,0
A027,2025-03-19,3.436,59.27,47.67,1527,584,0
A027,2025-03-20,3.505,54.02,52.36,149,584,0
A027,2025-03-21,3.289,60.09,53.65,1819,584,0
A027,2025-03-22,3.679,55.36,49.73,856,584,0
A027,2025-03-23,3.848,55.24,55.14,809,584,0
A027,2025-03-24,3.656,58.92,47.03,1106,584,0
A027,2025-03-25,3.541,59.24,44.72,1190,584,0
A027,2025-03-26,3.295,56.11,52.8,1460,584,0
A027,2025-03-27,3.309,57.62,52.59,304,584,0
A027,2025-03-28,3.894,55.0,51.66,1417,584,0
A027,2025-03-29,3.474,58.79,57.27,1069,584,0
A027,2025-03-30,3.424,59.03,49.76,967,584,0
A027,2025-03-31,2.712,58.2,52.83,1545,584,0
A027,2025-04-01,4.258,54.92,61.55,928,584,0
A028,2025-02-01,3.8,54.09,46.42,160,373,0
A028,2025-02-02,3.688,54.58,50.44,535,373,0
A028,2025-02-03,3.958,52.02,56.16,205,373,0
A028,2025-02-04,3.141,58.16,49.34,1956,373,0
A028,2025-02-05,3.754,56.95,48.71,1818,373,0
A028,2025-02-06,3.279,59.48,49.99,1388,373,0
A028,2025-02-07,3.811,53.17,53.3,714,373,0
A028,2025-02-08,3.425,53.29,51.04,1845,373,0
A028,2025-02-09,3.937,58.6,51.02,1807,373,0
A028,2025-02-10,3.478,58.23,53.86,700,373,0
A028,2025-02-11,2.575,57.03,52.85,1895,373,0
A028,2025-02-12,3.202,56.83,52.89,1233,373,0
A028,2025-02-13,3.683,57.63,47.36,608,373,0
A028,2025-02-14,4.115,58.87,53.17,1488,373,0
A028,2025-02-15,3.352,58.25,53.91,1951,373,0
A028,2025-02-16,3.593,56.03,52.96,1899,373,0
A028,2025-02-17,3.513,60.13,53.41,360,373,0
A028,2025-02-18,2.651,58.31,48.0,1331,373,0
A028,2025-02-19,3.951,55.69,47.84,1952,373,0
A028,2025-02-20,3.538,57.72,52.89,1735,373,0
A028,2025-02-21,3.505,51.04,44.27,1553,373,0
A028,2025-02-22,3.152,56.63,46.08,459,373,0
A028,2025-02-23,3.273,61.04,48.01,1612,373,0
A028,2025-02-24,4.445,53.98,53.16,721,373,0
A028,2025-02-25,3.748,54.38,50.31,93,373,0
A028,2025-02-26,3.689,54.93,47.49,1908,373,0
A028,2025-02-27,3.522,56.41,53.14,1904,373,0
A028,2025-02-28,3.097,61.1,52.18,185,373,0
A028,2025-03-01,2.434,56.15,46.37,1428,373,0
A028,2025-03-02,3.422,56.81,57.01,777,373,0
A028,2025-03-03,3.137,55.53,53.41,1689,373,0
A028,2025-03-04,3.466,57.69,52.71,1538,373,0
A028,2025-03-05,3.459,61.15,53.89,773,373,0
A028,2025-03-06,4.127,59.74,53.3,1555,373,0
A028,2025-03-07,3.792,60.7,55.4,576,373,0
A028,2025-03-08,3.341,62.82,49.83,592,373,0
A028,2025-03-09,2.542,57.6,56.93,1163,373,0
A028,2025-03-10,2.672,55.79,51.17,1293,373,0
A028,2025-03-11,3.265,59.28,48.52,566,373,0
A028,2025-03-12,3.456,57.1,47.39,10,373,0
A028,2025-03-13,3.354,50.4,47.3,1640,373,0
A028,2025-03-14,2.793,57.35,52.79,557,373,0
A028,2025-03-15,4.077,53.61,48.17,138,373,0
A028,2025-03-16,3.324,58.46,56.58,26,373,0
A028,2025-03-17,3.141,54.04,50.05,971,373,0
A028,2025-03-18,3.544,57.42,48.51,1452,373,0
A028,2025-03-19,3.507,57.63,49.49,359,373,1
A028,2025-03-20,3.659,64.85,54.81,1369,373,0
A028,2025-03-21,3.696,54.58,48.92,261,373,0
A028,2025-03-22,2.866,54.34,52.99,1190,373,0
A028,2025-03-23,2.557,50.68,54.92,933,373,0
A028,2025-03-24,3.04,59.46,50.05,758,373,0
A028,2025-03-25,3.27,56.63,54.09,102,373,0
A028,2025-03-26,4.12,57.22,50.15,1705,373,0
A028,2025-03-27,3.401,51.56,47.73,601,373,0
A028,2025-03-28,2.916,55.01,51.43,410,373,0
A028,2025-03-29,4.13,56.98,53.29,162,373,0
A028,2025-03-30,3.325,55.19,49.87,1675,373,0
A028,2025-03-31,3.384,59.72,52.1,1025,373,0
A028,2025-04-01,3.222,63.75,55.69,1750,373,0
A029,2025-02-01,2.876,57.27,47.09,1003,283,0
A029,2025-02-02,3.076,51.67,52.69,1952,283,0
A029,2025-02-03,2.357,55.15,50.42,1411,283,0
A029,2025-02-04,3.826,56.19,50.38,730,283,0
A029,2025-02-05,3.56,54.23,49.13,1814,283,0
A029,2025-02-06,3.729,59.62,55.62,774,283,0
A029,2025-02-07,2.742,55.08,48.51,507,283,0
A029,2025-02-08,3.356,59.87,49.02,988,283,0
A029,2025-02-09,4.192,61.99,48.98,1627,283,0
A029,2025-02-10,3.226,52.72,46.16,1549,283,0
A029,2025-02-11,3.626,54.92,44.95,837,283,0
A029,2025-02-12,3.654,60.16,54.99,339,283,0
A029,2025-02-13,3.657,56.76,48.72,1189,283,0
A029,2025-02-14,2.954,54.63,48.56,1556,283,0
A029,2025-02-15,3.312,58.67,51.31,1929,283,0
A029,2025-02-16,3.559,56.83,52.39,1402,283,0
A029,2025-02-17,3.777,53.33,53.08,678,283,0
A029,2025-02-18,3.161,56.29,46.63,536,283,0
A029,2025-02-19,2.385,56.15,48.19,122,283,0
A029,2025-02-20,3.139,56.63,54.51,1887,283,0
A029,2025-02-21,3.205,55.65,49.95,424,283,0
A029,2025-02-22,3.626,56.76,48.61,628,283,0
A029,2025-02-23,2.44,56.73,53.63,1162,283,0
A029,2025-02-24,2.633,59.69,56.35,1463,283,0
A029,2025-02-25,2.931,55.81,51.46,83,283,0
A029,2025-02-26,3.551,55.93,51.1,1949,283,0
A029,2025-02-27,2.499,52.15,50.14,1930,283,0
A029,2025-02-28,2.853,57.1,47.06,1904,283,0
A029,2025-03-01,3.134,53.78,49.97,1645,283,0
A029,2025-03-02,2.683,60.55,49.27,1874,283,0
A029,2025-03-03,3.28,54.5,46.48,902,283,0
A029,2025-03-04,3.095,55.02,50.98,390,283,0
A029,2025-03-05,4.021,59.53,51.02,828,283,0
A029,2025-03-06,3.624,58.77,45.32,1404,283,0
A029,2025-03-07,3.333,57.86,55.1,542,283,0
A029,2025-03-08,3.374,52.03,46.34,2,283,0
A029,2025-03-09,3.082,59.47,49.05,592,283,0
A029,2025-03-10,3.269,55.52,48.84,210,283,0
A029,2025-03-11,3.529,59.4,48.19,497,283,0
A029,2025-03-12,3.925,55.65,48.84,959,283,0
A029,2025-03-13,3.434,52.63,45.4,176,283,0
A029,2025-03-14,2.437,57.78,44.28,657,283,0
A029,2025-03-15,3.021,55.62,53.36,160,283,0
A029,2025-03-16,3.854,53.98,52.32,1685,283,0
A029,2025-03-17,2.962,53.79,49.07,396,283,0
A029,2025-03-18,3.564,54.99,56.52,105,283,0
A029,2025-03-19,3.408,54.82,54.7,1755,283,0
A029,2025-03-20,3.295,56.26,51.33,929,283,0
A029,2025-03-21,3.184,59.87,54.24,565,283,0
A029,2025-03-22,4.143,54.6,55.11,565,283,0
A029,2025-03-23,2.904,52.33,51.62,1583,283,0
A029,2025-03-24,3.172,56.32,54.8,207,283,0
A029,2025-03-25,3.349,55.95,52.86,1567,283,0
A029,2025-03-26,3.9,56.73,47.29,95,283,0
A029,2025-03-27,4.059,56.81,42.57,984,283,0
A029,2025-03-28,3.376,51.95,50.15,595,283,0
A029,2025-03-29,2.712,55.29,46.33,1848,283,0
A029,2025-03-30,3.375,54.94,52.23,433,283,0
A029,2025-03-31,3.596,58.46,51.05,1089,283,0
A029,2025-04-01,2.903,57.33,47.82,1986,283,0
A030,2025-02-01,4.433,60.26,54.92,1577,1223,0
A030,2025-02-02,4.39,62.23,50.53,763,1223,0
A030,2025-02-03,4.58,61.38,50.62,591,1223,0
A030,2025-02-04,4.034,63.79,52.41,784,1223,0
A030,2025-02-05,4.212,57.04,52.09,1886,1223,0
A030,2025-02-06,4.1,58.58,55.87,8,1223,0
A030,2025-02-07,4.027,61.88,58.42,33,1223,0
A030,2025-02-08,4.324,61.24,53.48,402,1223,0
A030,2025-02-09,4.855,55.67,53.19,1167,1223,0
A030,2025-02-10,5.038,59.71,52.37,1630,1223,0
A030,2025-02-11,4.362,62.77,52.61,555,1223,0
A030,2025-02-12,3.753,61.83,48.5,514,1223,0
A030,2025-02-13,3.719,57.77,47.52,1820,1223,0
A030,2025-02-14,4.116,61.34,53.9,397,1223,0
A030,2025-02-15,3.978,65.61,48.32,415,1223,0
A030,2025-02-16,4.88,61.7,57.25,471,1223,0
A030,2025-02-17,3.911,62.98,46.71,148,1223,0
A030,2025-02-18,4.015,65.02,58.04,1201,1223,0
A030,2025-02-19,4.026,59.26,51.94,13,1223,0
A030,2025-02-20,3.95,55.16,53.45,1868,1223,0
A030,2025-02-21,4.366,64.93,52.63,66,1223,0
A030,2025-02-22,4.741,59.03,46.96,787,1223,0
A030,2025-02-23,4.789,58.18,53.35,284,1223,0
A030,2025-02-24,4.083,61.83,50.4,43,1223,0
A030,2025-02-25,4.564,57.64,49.41,96,1223,0
A030,2025-02-26,4.64,57.29,54.56,1143,1223,0
A030,2025-02-27,3.988,66.75,51.35,1650,1223,0
A030,2025-02-28,3.959,58.92,50.76,1013,1223,0
A030,2025-03-01,3.784,60.61,56.11,1562,1223,0
A030,2025-03-02,4.399,58.58,52.74,1162,1223,0
A030,2025-03-03,4.326,61.01,48.15,20,1223,0
A030,2025-03-04,4.628,59.76,47.05,971,1223,0
A030,2025-03-05,4.625,62.72,47.39,1858,1223,0
A030,2025-03-06,4.467,68.89,56.02,1241,1223,0
A030,2025-03-07,4.895,60.78,47.45,512,1223,0
A030,2025-03-08,5.098,62.51,52.44,1248,1223,0
A030,2025-03-09,4.347,60.27,54.86,111,1223,0
A030,2025-03-10,4.537,66.29,51.72,1337,1223,0
A030,2025-03-11,4.212,63.45,50.41,1057,1223,0
A030,2025-03-12,4.224,63.78,57.9,640,1223,0
A030,2025-03-13,4.065,60.58,50.5,511,1223,0
A030,2025-03-14,4.768,60.04,53.59,1771,1223,0
A030,2025-03-15,3.682,64.02,51.5,794,1223,0
A030,2025-03-16,3.507,64.27,52.18,1084,1223,0
A030,2025-03-17,4.722,63.21,49.59,1846,1223,0
A030,2025-03-18,3.807,59.95,49.74,544,1223,0
A030,2025-03-19,4.254,62.27,49.44,863,1223,0
A030,2025-03-20,4.007,59.15,54.84,1940,1223,0
A030,2025-03-21,4.303,62.37,49.07,109,1223,0
A030,2025-03-22,4.238,60.96,49.33,102,1223,0
A030,2025-03-23,4.669,63.5,50.4,1906,1223,0
A030,2025-03-24,4.354,60.59,53.62,1956,1223,0
A030,2025-03-25,4.845,62.78,55.26,1667,1223,0
A030,2025-03-26,4.963,61.45,55.2,286,1223,0
A030,2025-03-27,4.139,59.6,54.36,270,1223,0
A030,2025-03-28,3.489,59.27,52.07,991,1223,0
A030,2025-03-29,4.845,60.25,57.13,164,1223,0
A030,2025-03-30,3.002,61.27,52.99,1477,1223,0
A030,2025-03-31,3.765,60.67,52.04,1927,1223,0
A030,2025-04-01,3.715,62.27,57.13,370,1223,0
A031,2025-02-01,4.835,65.34,59.31,1565,1289,0
A031,2025-02-02,4.053,60.02,54.29,61,1289,0
A031,2025-02-03,4.1,62.74,52.41,145,1289,0
A031,2025-02-04,4.469,59.14,53.55,1985,1289,0
A031,2025-02-05,4.173,61.57,51.33,659,1289,0
A031,2025-02-06,3.737,60.75,53.92,1410,1289,0
A031,2025-02-07,4.214,64.12,53.4,1494,1289,0
A031,2025-02-08,3.809,62.06,56.85,758,1289,0
A031,2025-02-09,4.357,62.98,52.64,1415,1289,0
A031,2025-02-10,4.444,56.99,53.17,643,1289,0
A031,2025-02-11,4.559,60.99,52.34,100,1289,0
A031,2025-02-12,4.122,60.18,55.83,1960,1289,0
A031,2025-02-13,3.777,59.44,54.79,1227,1289,0
A031,2025-02-14,4.168,64.41,55.76,1234,1289,0
A031,2025-02-15,4.648,61.19,52.49,163,1289,0
A031,2025-02-16,4.269,57.09,57.11,372,1289,0
A031,2025-02-17,4.44,66.77,55.13,1034,1289,0
A031,2025-02-18,3.829,61.35,46.13,453,1289,0
A031,2025-02-19,3.792,63.45,50.32,1599,1289,0
A031,2025-02-20,4.163,61.96,55.61,1864,1289,0
A031,2025-02-21,4.268,62.9,50.83,1968,1289,0
A031,2025-02-22,4.345,60.48,57.29,1652,1289,0
A031,2025-02-23,4.082,61.85,55.94,15,1289,0
A031,2025-02-24,4.921,59.88,53.0,1685,1289,0
A031,2025-02-25,3.805,63.34,53.04,1023,1289,0
A031,2025-02-26,4.42,60.67,55.67,1894,1289,0
A031,2025-02-27,3.997,58.79,53.39,1873,1289,0
A031,2025-02-28,4.354,58.95,56.2,1723,1289,0
A031,2025-03-01,4.119,60.89,52.22,316,1289,0
A031,2025-03-02,4.471,65.37,60.03,305,1289,0
A031,2025-03-03,4.054,65.64,53.0,445,1289,0
A031,2025-03-04,3.527,58.24,53.85,506,1289,0
A031,2025-03-05,5.034,62.78,54.33,986,1289,0
A031,2025-03-06,4.93,56.54,51.78,812,1289,0
A031,2025-03-07,3.987,62.94,54.29,1722,1289,1
A031,2025-03-08,4.483,64.27,51.1,885,1289,0
A031,2025-03-09,4.934,61.44,59.33,979,1289,0
A031,2025-03-10,4.316,61.92,60.8,510,1289,0
A031,2025-03-11,5.165,62.49,52.42,163,1289,0
A031,2025-03-12,4.046,65.74,51.92,909,1289,0
A031,2025-03-13,4.802,59.31,53.65,1592,1289,0
A031,2025-03-14,4.668,64.41,46.96,1675,1289,0
A031,2025-03-15,4.223,62.57,48.09,424,1289,0
A031,2025-03-16,4.9,62.16,47.51,1897,1289,0
A031,2025-03-17,4.245,62.98,52.27,1109,1289,0
A031,2025-03-18,4.716,57.56,55.82,1266,1289,0
A031,2025-03-19,4.88,54.77,52.43,1564,1289,0
A031,2025-03-20,3.958,56.68,51.66,1122,1289,0
A031,2025-03-21,3.404,65.95,53.04,747,1289,0
A031,2025-03-22,4.178,60.86,49.47,396,1289,0
A031,2025-03-23,4.219,64.35,51.35,1951,1289,0
A031,2025-03-24,3.927,61.71,52.77,629,1289,0
A031,2025-03-25,5.013,60.95,49.93,1139,1289,0
A031,2025-03-26,5.1,61.02,56.1,665,1289,0
A031,2025-03-27,4.398,59.36,53.32,105,1289,0
A031,2025-03-28,4.512,61.58,49.45,1478,1289,0
A031,2025-03-29,3.945,61.89,51.29,1698,1289,0
A031,2025-03-30,4.942,65.13,55.8,389,1289,0
A031,2025-03-31,4.173,62.08,51.1,172,1289,0
A031,2025-04-01,4.208,67.73,53.18,1311,1289,0
A032,2025-02-01,4.487,63.4,52.7,622,1617,0
A032,2025-02-02,4.253,60.88,55.49,786,1617,0
A032,2025-02-03,5.169,63.23,51.6,524,1617,0
A032,2025-02-04,4.144,63.55,52.42,1325,1617,0
A032,2025-02-05,4.653,63.15,54.87,1376,1617,0
A032,2025-02-06,4.429,64.36,52.77,1889,1617,0
A032,2025-02-07,4.539,59.09,54.99,672,1617,0
A032,2025-02-08,5.111,62.29,52.77,1991,1617,0
A032,2025-02-09,4.399,66.08,56.22,179,1617,0
A032,2025-02-10,4.199,63.05,54.19,1384,1617,0
A032,2025-02-11,4.587,61.98,47.97,1062,1617,0
A032,2025-02-12,5.068,62.38,55.81,765,1617,0
A032,2025-02-13,4.826,64.46,51.64,1571,1617,0
A032,2025-02-14,4.942,65.52,54.4,621,1617,0
A032,2025-02-15,4.073,63.88,50.16,1834,1617,0
A032,2025-02-16,4.318,66.31,50.67,899,1617,0
A032,2025-02-17,5.342,62.12,56.91,1321,1617,0
A032,2025-02-18,4.111,59.74,49.75,1911,1617,0
A032,2025-02-19,4.966,65.64,52.4,528,1617,0
A032,2025-02-20,4.682,66.9,46.85,326,1617,0
A032,2025-02-21,4.865,61.56,47.1,836,1617,0
A032,2025-02-22,4.879,59.95,52.97,1928,1617,0
A032,2025-02-23,5.15,65.23,48.77,585,1617,0
A032,2025-02-24,4.572,69.0,59.2,1185,1617,0
A032,2025-02-25,4.228,61.09,53.42,418,1617,0
A032,2025-02-26,4.799,62.86,57.12,1933,1617,0
A032,2025-02-27,4.491,63.95,49.25,61,1617,0
A032,2025-02-28,5.517,61.65,49.07,1728,1617,0
A032,2025-03-01,4.709,65.58,54.1,870,1617,0
A032,2025-03-02,3.78,62.5,56.12,106,1617,0
A032,2025-03-03,3.361,63.5,49.25,591,1617,0
A032,2025-03-04,4.807,64.96,55.02,1533,1617,0
A032,2025-03-05,4.795,64.91,48.33,1716,1617,0
A032,2025-03-06,4.536,62.41,49.99,884,1617,0
A032,2025-03-07,4.932,58.75,57.89,1519,1617,0
A032,2025-03-08,5.506,62.09,49.34,476,1617,0
A032,2025-03-09,5.118,63.87,53.42,1562,1617,0
A032,2025-03-10,4.021,66.65,56.91,970,1617,0
A032,2025-03-11,4.989,66.85,53.95,1529,1617,0
A032,2025-03-12,4.808,61.75,52.7,1344,1617,0
A032,2025-03-13,4.464,61.53,51.95,1672,1617,0
A032,2025-03-14,3.869,65.2,55.53,1957,1617,0
A032,2025-03-15,5.172,62.76,53.97,1808,1617,0
A032,2025-03-16,4.917,61.86,49.23,1474,1617,0
A032,2025-03-17,4.372,63.7,55.54,1566,1617,0
A032,2025-03-18,4.187,64.04,55.09,1706,1617,0
A032,2025-03-19,4.503,64.64,52.71,107,1617,0
A032,2025-03-20,4.856,64.1,52.73,632,1617,0
A032,2025-03-21,4.714,59.91,58.67,1926,1617,0
A032,2025-03-22,4.974,61.12,53.72,1892,1617,0
A032,2025-03-23,4.525,63.61,50.51,164,1617,0
A032,2025-03-24,5.308,62.21,58.65,1582,1617,0
A032,2025-03-25,5.145,60.69,45.46,1855,1617,0
A032,2025-03-26,5.093,59.53,54.16,1380,1617,0
A032,2025-03-27,4.575,62.08,54.28,1286,1617,0
A032,2025-03-28,4.159,67.25,55.47,241,1617,0
A032,2025-03-29,4.939,60.99,50.91,1533,1617,0
A032,2025-03-30,4.826,62.25,54.26,817,1617,0
A032,2025-03-31,4.59,62.65,54.78,1754,1617,0
A032,2025-04-01,4.731,65.01,59.93,1924,1617,0
A033,2025-02-01,4.813,61.28,52.73,258,1341,0
A033,2025-02-02,4.743,60.17,50.7,971,1341,0
A033,2025-02-03,4.084,65.66,53.74,1436,1341,0
A033,2025-02-04,4.728,62.31,59.33,19,1341,0
A033,2025-02-05,4.639,66.17,53.11,819,1341,0
A033,2025-02-06,4.257,61.98,51.34,136,1341,0
A033,2025-02-07,4.123,62.04,49.57,1123,1341,0
A033,2025-02-08,3.785,64.47,53.23,1194,1341,0
A033,2025-02-09,4.712,58.42,46.04,1341,1341,0
A033,2025-02-10,4.615,62.25,51.19,1006,1341,0
A033,2025-02-11,3.814,58.19,53.73,1271,1341,0
A033,2025-02-12,4.285,57.43,55.25,1527,1341,0
A033,2025-02-13,4.285,63.7,49.83,316,1341,0
A033,2025-02-14,4.412,61.81,52.75,3,1341,0
A033,2025-02-15,4.669,64.32,56.91,1905,1341,0
A033,2025-02-16,4.106,60.54,52.31,367,1341,0
A033,2025-02-17,4.556,62.04,49.07,1353,1341,0
A033,2025-02-18,4.521,59.23,53.74,1925,1341,0
A033,2025-02-19,4.59,60.1,49.48,368,1341,0
A033,2025-02-20,3.871,59.89,50.09,1557,1341,0
A033,2025-02-21,4.754,62.59,57.62,345,1341,0
A033,2025-02-22,4.509,59.71,50.19,1907,1341,0
A033,2025-02-23,4.275,61.14,53.33,416,1341,0
A033,2025-02-24,4.3,62.71,56.1,1014,1341,0
A033,2025-02-25,3.821,61.17,50.5,780,1341,0
A033,2025-02-26,3.995,64.25,52.65,85,1341,0
A033,2025-02-27,4.575,63.75,49.34,386,1341,0
A033,2025-02-28,3.908,63.12,50.22,156,1341,0
A033,2025-03-01,4.091,65.43,51.96,198,1341,0
A033,2025-03-02,4.554,62.21,56.15,843,1341,0
A033,2025-03-03,3.61,63.2,55.07,160,1341,0
A033,2025-03-04,4.684,56.73,55.14,1875,1341,0
A033,2025-03-05,3.924,59.94,46.45,1004,1341,0
A033,2025-03-06,3.963,62.03,55.83,1857,1341,0
A033,2025-03-07,4.341,63.5,47.74,564,1341,0
A033,2025-03-08,4.486,58.82,52.51,943,1341,0
A033,2025-03-09,4.147,62.22,52.93,15,1341,0
A033,2025-03-10,4.999,66.19,54.89,433,1341,0
A033,2025-03-11,4.528,63.88,50.93,1554,1341,0
A033,2025-03-12,4.548,60.74,53.4,577,1341,0
A033,2025-03-13,3.953,62.67,53.6,1472,1341,0
A033,2025-03-14,4.187,62.55,50.84,787,1341,0
A033,2025-03-15,3.899,63.56,53.02,322,1341,0
A033,2025-03-16,4.342,61.89,52.5,1048,1341,0
A033,2025-03-17,4.124,64.63,55.51,115,1341,0
A033,2025-03-18,4.36,64.67,56.53,1245,1341,0
A033,2025-03-19,3.994,59.9,53.89,81,1341,0
A033,2025-03-20,3.569,62.07,53.21,286,1341,0
A033,2025-03-21,3.849,61.31,57.05,1803,1341,0
A033,2025-03-22,3.451,60.49,49.72,1781,1341,0
A033,2025-03-23,4.443,58.7,51.16,427,1341,0
A033,2025-03-24,4.572,60.78,55.75,1521,1341,0
A033,2025-03-25,4.25,64.11,52.72,1765,1341,0
A033,2025-03-26,5.107,61.86,52.72,1835,1341,0
A033,2025-03-27,4.447,60.26,54.86,1639,1341,0
A033,2025-03-28,4.292,62.88,46.95,555,1341,0
A033,2025-03-29,4.829,59.08,53.47,844,1341,0
A033,2025-03-30,4.465,59.07,54.18,958,1341,0
A033,2025-03-31,4.956,62.91,53.19,1808,1341,0
A033,2025-04-01,4.752,63.57,51.66,1901,1341,0
A034,2025-02-01,4.764,66.3,47.71,119,1734,0
A034,2025-02-02,4.045,58.54,54.94,1342,1734,0
A034,2025-02-03,4.864,60.63,50.01,1529,1734,0
A034,2025-02-04,4.506,62.42,52.62,1448,1734,0
A034,2025-02-05,5.356,59.98,55.02,926,1734,0
A034,2025-02-06,4.85,64.85,56.8,894,1734,0
A034,2025-02-07,5.492,65.4,54.57,1686,1734,0
A034,2025-02-08,5.208,63.63,52.54,1640,1734,0
A034,2025-02-09,3.876,61.02,55.44,185,1734,0
A034,2025-02-10,4.599,59.67,51.25,1190,1734,0
A034,2025-02-11,4.45,67.28,56.42,273,1734,0
