pipe_id,timestamp,flow_in_lps,flow_out_lps,pressure_bar,leak_label,pipe_length_km
P010,2025-03-05 14:00:00,57.1,56.09,4.73,0,2.14
P010,2025-03-05 15:00:00,50.36,49.79,4.64,0,2.14
P010,2025-03-05 16:00:00,70.76,69.28,4.63,0,2.14
P010,2025-03-05 17:00:00,70.27,68.87,4.9,0,2.14
P010,2025-03-05 18:00:00,70.46,51.7,4.04,1,2.14
P010,2025-03-05 19:00:00,60.63,59.4,4.71,0,2.14
P010,2025-03-05 20:00:00,70.14,68.44,4.7,0,2.14
P010,2025-03-05 21:00:00,79.55,77.86,4.68,0,2.14
P010,2025-03-05 22:00:00,68.02,66.71,4.91,0,2.14
P010,2025-03-05 23:00:00,51.98,50.54,4.8,0,2.14
P010,2025-03-06 00:00:00,54.91,53.59,4.94,0,2.14
P010,2025-03-06 01:00:00,54.28,53.06,4.49,0,2.14
P010,2025-03-06 02:00:00,52.3,51.62,4.77,0,2.14
P010,2025-03-06 03:00:00,59.55,58.92,4.86,0,2.14
P010,2025-03-06 04:00:00,60.27,58.94,4.68,0,2.14
P010,2025-03-06 05:00:00,64.23,46.92,4.07,1,2.14
P010,2025-03-06 06:00:00,78.84,77.89,4.8,0,2.14
P010,2025-03-06 07:00:00,85.13,83.85,4.97,0,2.14
P010,2025-03-06 08:00:00,71.12,69.66,4.7,0,2.14
P010,2025-03-06 09:00:00,78.64,77.28,4.77,0,2.14
P010,2025-03-06 10:00:00,59.07,57.73,4.67,0,2.14
P010,2025-03-06 11:00:00,59.22,58.38,5.15,0,2.14
P010,2025-03-06 12:00:00,47.58,46.87,4.96,0,2.14
P010,2025-03-06 13:00:00,46.51,45.23,4.93,0,2.14
P010,2025-03-06 14:00:00,47.73,46.56,4.5,0,2.14
P010,2025-03-06 15:00:00,65.59,64.23,4.72,0,2.14
P010,2025-03-06 16:00:00,53.0,52.04,4.82,0,2.14
P010,2025-03-06 17:00:00,69.46,68.17,4.96,0,2.14
P010,2025-03-06 18:00:00,70.9,69.71,4.75,0,2.14
P010,2025-03-06 19:00:00,71.92,70.94,4.8,0,2.14
P010,2025-03-06 20:00:00,75.57,73.6,4.84,0,2.14
P010,2025-03-06 21:00:00,63.97,62.94,4.8,0,2.14
P010,2025-03-06 22:00:00,54.1,53.09,4.76,0,2.14
P010,2025-03-06 23:00:00,53.63,52.72,4.42,0,2.14
P010,2025-03-07 00:00:00,55.97,54.56,4.82,0,2.14
P010,2025-03-07 01:00:00,49.65,48.54,4.79,0,2.14
P010,2025-03-07 02:00:00,50.51,49.26,4.64,0,2.14
P010,2025-03-07 03:00:00,57.6,56.04,4.46,0,2.14
P010,2025-03-07 04:00:00,57.33,55.73,4.68,0,2.14
P010,2025-03-07 05:00:00,65.93,64.15,4.48,0,2.14
P010,2025-03-07 06:00:00,79.98,78.93,4.77,0,2.14
P010,2025-03-07 07:00:00,80.07,78.97,4.88,0,2.14
P010,2025-03-07 08:00:00,79.29,77.12,4.86,0,2.14
P010,2025-03-07 09:00:00,68.16,66.66,4.95,0,2.14
P010,2025-03-07 10:00:00,55.79,54.84,4.77,0,2.14
P010,2025-03-07 11:00:00,51.98,51.16,4.73,0,2.14
P010,2025-03-07 12:00:00,47.11,46.52,4.92,0,2.14
P010,2025-03-07 13:00:00,54.05,53.21,4.76,0,2.14
P010,2025-03-07 14:00:00,54.33,52.89,4.93,0,2.14
P010,2025-03-07 15:00:00,62.95,61.22,4.6,0,2.14
P010,2025-03-07 16:00:00,59.49,58.04,4.97,0,2.14
P010,2025-03-07 17:00:00,77.23,75.11,4.84,0,2.14
P010,2025-03-07 18:00:00,75.98,75.19,4.41,0,2.14
P010,2025-03-07 19:00:00,75.98,75.09,4.76,0,2.14
P010,2025-03-07 20:00:00,75.44,74.26,5.03,0,2.14
P010,2025-03-07 21:00:00,66.34,65.25,4.78,0,2.14
P010,2025-03-07 22:00:00,57.28,56.07,4.46,0,2.14
P010,2025-03-07 23:00:00,52.71,52.05,4.59,0,2.14
P010,2025-03-08 00:00:00,43.91,43.41,4.85,0,2.14
P010,2025-03-08 01:00:00,44.77,44.27,4.8,0,2.14
P010,2025-03-08 02:00:00,61.45,60.05,4.73,0,2.14
P010,2025-03-08 03:00:00,47.77,46.85,5.04,0,2.14
P010,2025-03-08 04:00:00,55.03,53.52,4.72,0,2.14
P010,2025-03-08 05:00:00,73.21,71.48,4.63,0,2.14
P010,2025-03-08 06:00:00,73.87,72.94,4.62,0,2.14
P010,2025-03-08 07:00:00,85.12,84.27,4.62,0,2.14
P010,2025-03-08 08:00:00,79.15,76.94,4.77,0,2.14
P010,2025-03-08 09:00:00,65.21,64.16,4.77,0,2.14
P010,2025-03-08 10:00:00,57.47,56.83,4.67,0,2.14
P010,2025-03-08 11:00:00,45.1,44.17,4.63,0,2.14
P010,2025-03-08 12:00:00,52.5,51.95,4.74,0,2.14
P010,2025-03-08 13:00:00,53.65,52.5,4.8,0,2.14
P010,2025-03-08 14:00:00,39.85,39.07,4.85,0,2.14
P010,2025-03-08 15:00:00,49.07,47.85,4.79,0,2.14
P010,2025-03-08 16:00:00,52.26,51.69,4.93,0,2.14
P010,2025-03-08 17:00:00,70.04,69.29,4.75,0,2.14
P010,2025-03-08 18:00:00,75.35,73.29,4.64,0,2.14
P010,2025-03-08 19:00:00,70.84,69.43,4.93,0,2.14
P010,2025-03-08 20:00:00,57.83,57.24,4.76,0,2.14
P010,2025-03-08 21:00:00,67.92,66.89,4.71,0,2.14
P010,2025-03-08 22:00:00,66.15,65.14,5.02,0,2.14
P010,2025-03-08 23:00:00,57.08,55.58,4.61,0,2.14
P010,2025-03-09 00:00:00,53.75,53.14,5.08,0,2.14
P010,2025-03-09 01:00:00,50.56,38.37,4.4,1,2.14
P010,2025-03-09 02:00:00,44.19,43.43,4.68,0,2.14
P010,2025-03-09 03:00:00,57.74,56.89,4.48,0,2.14
P010,2025-03-09 04:00:00,57.49,56.33,4.86,0,2.14
P010,2025-03-09 05:00:00,58.1,56.77,4.93,0,2.14
P010,2025-03-09 06:00:00,79.2,78.37,4.45,0,2.14
P010,2025-03-09 07:00:00,86.11,85.05,4.9,0,2.14
P010,2025-03-09 08:00:00,68.27,67.25,4.98,0,2.14
P010,2025-03-09 09:00:00,68.29,66.7,4.94,0,2.14
P010,2025-03-09 10:00:00,51.96,50.71,4.67,0,2.14
P010,2025-03-09 11:00:00,51.49,50.09,4.61,0,2.14
P010,2025-03-09 12:00:00,54.77,54.15,4.75,0,2.14
P010,2025-03-09 13:00:00,52.29,51.14,4.69,0,2.14
P010,2025-03-09 14:00:00,57.56,56.75,4.91,0,2.14
P010,2025-03-09 15:00:00,58.21,57.35,4.8,0,2.14
P010,2025-03-09 16:00:00,66.28,65.25,4.91,0,2.14
P010,2025-03-09 17:00:00,65.79,65.01,4.7,0,2.14
P010,2025-03-09 18:00:00,70.39,68.8,4.86,0,2.14
P010,2025-03-09 19:00:00,66.4,65.44,4.66,0,2.14
P010,2025-03-09 20:00:00,78.0,75.76,4.93,0,2.14
P010,2025-03-09 21:00:00,64.9,63.81,5.24,0,2.14
P010,2025-03-09 22:00:00,63.7,62.76,4.8,0,2.14
P010,2025-03-09 23:00:00,60.01,59.29,4.7,0,2.14
P010,2025-03-10 00:00:00,46.32,45.47,4.77,0,2.14
P010,2025-03-10 01:00:00,50.39,48.92,4.67,0,2.14
P010,2025-03-10 02:00:00,58.25,57.33,5.23,0,2.14
P010,2025-03-10 03:00:00,52.1,51.58,4.53,0,2.14
P010,2025-03-10 04:00:00,60.1,58.83,4.76,0,2.14
P010,2025-03-10 05:00:00,72.34,71.61,4.7,0,2.14
P010,2025-03-10 06:00:00,79.8,78.62,4.83,0,2.14
P010,2025-03-10 07:00:00,85.31,84.37,4.8,0,2.14
P010,2025-03-10 08:00:00,72.44,70.87,4.83,0,2.14
P010,2025-03-10 09:00:00,62.74,61.58,4.48,0,2.14
P010,2025-03-10 10:00:00,55.92,54.32,4.96,0,2.14
P010,2025-03-10 11:00:00,63.22,62.23,4.56,0,2.14
P010,2025-03-10 12:00:00,56.11,55.36,5.03,0,2.14
P010,2025-03-10 13:00:00,45.62,44.54,5.0,0,2.14
P010,2025-03-10 14:00:00,45.79,45.29,4.77,0,2.14
P010,2025-03-10 15:00:00,56.96,55.63,4.64,0,2.14
P010,2025-03-10 16:00:00,66.68,64.89,4.78,0,2.14
P010,2025-03-10 17:00:00,70.39,69.34,4.64,0,2.14
P010,2025-03-10 18:00:00,81.41,80.51,4.86,0,2.14
P010,2025-03-10 19:00:00,76.32,74.63,4.84,0,2.14
P010,2025-03-10 20:00:00,74.16,72.56,4.89,0,2.14
P010,2025-03-10 21:00:00,64.46,63.44,4.59,0,2.14
P010,2025-03-10 22:00:00,53.56,52.16,4.8,0,2.14
P010,2025-03-10 23:00:00,63.41,62.16,4.77,0,2.14
P010,2025-03-11 00:00:00,56.02,54.35,4.77,0,2.14
P010,2025-03-11 01:00:00,57.95,56.78,4.85,0,2.14
P010,2025-03-11 02:00:00,52.72,51.58,4.95,0,2.14
P010,2025-03-11 03:00:00,56.1,55.3,4.89,0,2.14
P010,2025-03-11 04:00:00,59.73,58.01,4.84,0,2.14
P010,2025-03-11 05:00:00,61.99,61.0,4.99,0,2.14
P010,2025-03-11 06:00:00,83.24,81.14,4.74,0,2.14
P010,2025-03-11 07:00:00,79.74,78.43,5.07,0,2.14
P010,2025-03-11 08:00:00,75.01,73.82,4.9,0,2.14
P010,2025-03-11 09:00:00,69.16,68.26,4.57,0,2.14
P010,2025-03-11 10:00:00,62.0,61.22,4.58,0,2.14
P010,2025-03-11 11:00:00,60.43,58.9,4.76,0,2.14
P010,2025-03-11 12:00:00,45.65,44.48,4.92,0,2.14
P010,2025-03-11 13:00:00,43.89,43.35,4.58,0,2.14
P010,2025-03-11 14:00:00,61.97,60.76,4.95,0,2.14
P010,2025-03-11 15:00:00,55.55,54.92,4.87,0,2.14
P010,2025-03-11 16:00:00,55.49,54.77,4.82,0,2.14
P010,2025-03-11 17:00:00,60.9,59.82,4.62,0,2.14
P010,2025-03-11 18:00:00,76.45,74.17,4.72,0,2.14
P010,2025-03-11 19:00:00,71.09,70.01,4.85,0,2.14
P010,2025-03-11 20:00:00,68.67,66.81,4.75,0,2.14
P010,2025-03-11 21:00:00,75.1,73.39,4.58,0,2.14
P010,2025-03-11 22:00:00,67.8,66.27,5.26,0,2.14
P010,2025-03-11 23:00:00,48.47,47.72,4.61,0,2.14
P010,2025-03-12 00:00:00,53.14,52.17,4.47,0,2.14
P010,2025-03-12 01:00:00,50.94,49.84,4.67,0,2.14
P010,2025-03-12 02:00:00,57.92,57.01,4.73,0,2.14
P010,2025-03-12 03:00:00,55.34,53.93,4.9,0,2.14
P010,2025-03-12 04:00:00,62.11,61.14,4.79,0,2.14
P010,2025-03-12 05:00:00,72.06,71.07,4.56,0,2.14
P010,2025-03-12 06:00:00,81.94,80.71,4.74,0,2.14
P010,2025-03-12 07:00:00,83.37,81.89,4.78,0,2.14
P010,2025-03-12 08:00:00,73.52,72.04,4.77,0,2.14
P010,2025-03-12 09:00:00,69.61,68.39,4.86,0,2.14
P010,2025-03-12 10:00:00,61.22,59.6,4.69,0,2.14
P010,2025-03-12 11:00:00,49.01,48.01,4.65,0,2.14
P010,2025-03-12 12:00:00,50.34,49.05,4.89,0,2.14
P010,2025-03-12 13:00:00,54.68,53.84,4.71,0,2.14
P010,2025-03-12 14:00:00,52.31,50.91,4.57,0,2.14
P010,2025-03-12 15:00:00,53.27,52.14,4.71,0,2.14
P010,2025-03-12 16:00:00,56.14,54.74,4.81,0,2.14
P010,2025-03-12 17:00:00,75.31,73.18,4.8,0,2.14
P010,2025-03-12 18:00:00,77.72,76.53,4.93,0,2.14
P010,2025-03-12 19:00:00,71.56,69.56,4.91,0,2.14
P010,2025-03-12 20:00:00,81.2,79.74,4.61,0,2.14
P010,2025-03-12 21:00:00,70.92,69.48,4.78,0,2.14
P010,2025-03-12 22:00:00,56.76,55.24,4.85,0,2.14
P010,2025-03-12 23:00:00,57.27,56.51,5.16,0,2.14
P010,2025-03-13 00:00:00,47.04,45.75,4.8,0,2.14
P010,2025-03-13 01:00:00,50.64,49.13,4.69,0,2.14
P010,2025-03-13 02:00:00,46.83,45.73,4.73,0,2.14
P010,2025-03-13 03:00:00,53.51,52.26,4.65,0,2.14
P010,2025-03-13 04:00:00,64.51,62.98,4.87,0,2.14
P010,2025-03-13 05:00:00,62.25,60.61,4.73,0,2.14
P010,2025-03-13 06:00:00,77.21,75.24,4.9,0,2.14
P010,2025-03-13 07:00:00,79.65,77.78,4.89,0,2.14
P010,2025-03-13 08:00:00,78.21,76.55,4.91,0,2.14
P010,2025-03-13 09:00:00,64.36,63.58,4.87,0,2.14
P010,2025-03-13 10:00:00,59.34,58.02,4.43,0,2.14
P010,2025-03-13 11:00:00,59.73,58.49,4.67,0,2.14
P010,2025-03-13 12:00:00,53.34,52.67,4.8,0,2.14
P010,2025-03-13 13:00:00,50.32,49.2,4.73,0,2.14
P010,2025-03-13 14:00:00,50.76,49.33,5.04,0,2.14
P010,2025-03-13 15:00:00,54.2,52.69,5.03,0,2.14
P010,2025-03-13 16:00:00,59.27,57.88,4.82,0,2.14
P010,2025-03-13 17:00:00,66.38,65.7,5.04,0,2.14
P010,2025-03-13 18:00:00,76.13,74.09,4.72,0,2.14
P010,2025-03-13 19:00:00,67.1,65.27,4.72,0,2.14
P010,2025-03-13 20:00:00,78.56,77.49,4.62,0,2.14
P010,2025-03-13 21:00:00,59.55,57.91,4.69,0,2.14
P010,2025-03-13 22:00:00,55.22,54.65,4.67,0,2.14
P010,2025-03-13 23:00:00,46.13,45.02,4.82,0,2.14
P010,2025-03-14 00:00:00,52.11,51.31,4.76,0,2.14
P010,2025-03-14 01:00:00,43.46,42.84,4.69,0,2.14
P010,2025-03-14 02:00:00,53.12,51.87,4.86,0,2.14
P010,2025-03-14 03:00:00,45.16,44.65,4.8,0,2.14
P010,2025-03-14 04:00:00,56.03,55.37,4.79,0,2.14
P010,2025-03-14 05:00:00,61.52,60.76,4.54,0,2.14
P010,2025-03-14 06:00:00,75.42,74.18,4.77,0,2.14
P010,2025-03-14 07:00:00,75.73,74.48,5.02,0,2.14
P010,2025-03-14 08:00:00,72.79,70.63,4.68,0,2.14
P010,2025-03-14 09:00:00,68.14,67.11,4.77,0,2.14
P010,2025-03-14 10:00:00,55.93,54.87,4.85,0,2.14
P010,2025-03-14 11:00:00,55.91,54.48,4.79,0,2.14
P010,2025-03-14 12:00:00,52.46,51.79,4.78,0,2.14
P010,2025-03-14 13:00:00,50.53,49.22,4.59,0,2.14
P010,2025-03-14 14:00:00,52.64,51.62,4.92,0,2.14
P010,2025-03-14 15:00:00,56.08,55.24,4.74,0,2.14
P010,2025-03-14 16:00:00,64.18,62.8,4.82,0,2.14
P010,2025-03-14 17:00:00,62.58,60.92,4.91,0,2.14
P010,2025-03-14 18:00:00,69.34,68.3,4.63,0,2.14
P010,2025-03-14 19:00:00,69.8,68.17,4.7,0,2.14
P010,2025-03-14 20:00:00,65.12,63.46,4.98,0,2.14
P010,2025-03-14 21:00:00,57.97,56.78,4.87,0,2.14
P010,2025-03-14 22:00:00,61.25,59.73,4.82,0,2.14
P010,2025-03-14 23:00:00,56.99,55.92,4.75,0,2.14
P011,2025-03-01 00:00:00,54.03,52.53,4.74,0,2.27
P011,2025-03-01 01:00:00,56.02,54.81,4.72,0,2.27
P011,2025-03-01 02:00:00,47.55,46.77,4.77,0,2.27
P011,2025-03-01 03:00:00,56.93,55.58,4.89,0,2.27
P011,2025-03-01 04:00:00,59.35,58.01,4.78,0,2.27
P011,2025-03-01 05:00:00,77.92,77.06,4.92,0,2.27
P011,2025-03-01 06:00:00,74.53,72.52,4.56,0,2.27
P011,2025-03-01 07:00:00,75.34,73.56,4.73,0,2.27
P011,2025-03-01 08:00:00,70.04,68.8,4.86,0,2.27
P011,2025-03-01 09:00:00,64.58,63.15,4.84,0,2.27
P011,2025-03-01 10:00:00,59.16,58.26,4.64,0,2.27
P011,2025-03-01 11:00:00,51.17,50.53,4.84,0,2.27
P011,2025-03-01 12:00:00,51.16,50.38,4.73,0,2.27
P011,2025-03-01 13:00:00,53.65,52.88,4.77,0,2.27
P011,2025-03-01 14:00:00,56.56,55.54,4.85,0,2.27
P011,2025-03-01 15:00:00,52.11,50.66,4.51,0,2.27
P011,2025-03-01 16:00:00,55.85,54.37,4.99,0,2.27
P011,2025-03-01 17:00:00,67.71,66.64,4.66,0,2.27
P011,2025-03-01 18:00:00,62.22,60.76,4.51,0,2.27
P011,2025-03-01 19:00:00,66.58,64.88,4.75,0,2.27
P011,2025-03-01 20:00:00,74.0,73.13,4.61,0,2.27
P011,2025-03-01 21:00:00,66.84,65.98,4.77,0,2.27
P011,2025-03-01 22:00:00,59.77,59.08,4.7,0,2.27
P011,2025-03-01 23:00:00,49.09,47.98,4.59,0,2.27
P011,2025-03-02 00:00:00,52.31,50.83,4.99,0,2.27
P011,2025-03-02 01:00:00,50.54,49.05,4.82,0,2.27
P011,2025-03-02 02:00:00,55.28,54.67,4.86,0,2.27
P011,2025-03-02 03:00:00,55.28,54.65,4.98,0,2.27
P011,2025-03-02 04:00:00,63.63,61.75,4.57,0,2.27
P011,2025-03-02 05:00:00,66.21,64.44,4.63,0,2.27
P011,2025-03-02 06:00:00,79.61,78.4,4.49,0,2.27
P011,2025-03-02 07:00:00,85.29,82.86,4.69,0,2.27
P011,2025-03-02 08:00:00,77.44,76.47,4.34,0,2.27
P011,2025-03-02 09:00:00,72.24,71.23,4.8,0,2.27
P011,2025-03-02 10:00:00,53.88,52.62,4.91,0,2.27
P011,2025-03-02 11:00:00,55.05,54.44,4.84,0,2.27
P011,2025-03-02 12:00:00,44.98,44.36,4.93,0,2.27
P011,2025-03-02 13:00:00,48.93,48.27,4.4,0,2.27
P011,2025-03-02 14:00:00,55.02,54.38,4.62,0,2.27
P011,2025-03-02 15:00:00,53.32,52.37,4.71,0,2.27
P011,2025-03-02 16:00:00,57.56,56.61,4.62,0,2.27
P011,2025-03-02 17:00:00,69.05,67.93,4.87,0,2.27
P011,2025-03-02 18:00:00,70.77,70.0,4.75,0,2.27
P011,2025-03-02 19:00:00,76.64,75.45,4.74,0,2.27
P011,2025-03-02 20:00:00,77.35,75.11,4.77,0,2.27
P011,2025-03-02 21:00:00,74.42,73.23,4.68,0,2.27
P011,2025-03-02 22:00:00,60.18,59.44,4.65,0,2.27
P011,2025-03-02 23:00:00,58.52,57.71,4.7,0,2.27
P011,2025-03-03 00:00:00,50.03,49.3,4.99,0,2.27
P011,2025-03-03 01:00:00,49.07,48.06,4.77,0,2.27
P011,2025-03-03 02:00:00,52.46,50.93,4.6,0,2.27
P011,2025-03-03 03:00:00,55.41,54.51,4.82,0,2.27
P011,2025-03-03 04:00:00,59.48,58.47,4.88,0,2.27
P011,2025-03-03 05:00:00,62.47,61.07,4.68,0,2.27
P011,2025-03-03 06:00:00,71.86,70.0,4.76,0,2.27
P011,2025-03-03 07:00:00,81.4,79.94,4.64,0,2.27
P011,2025-03-03 08:00:00,82.56,80.72,4.68,0,2.27
P011,2025-03-03 09:00:00,70.5,68.54,4.6,0,2.27
P011,2025-03-03 10:00:00,60.0,58.53,4.98,0,2.27
P011,2025-03-03 11:00:00,54.96,53.94,4.79,0,2.27
P011,2025-03-03 12:00:00,56.18,55.58,4.82,0,2.27
P011,2025-03-03 13:00:00,49.52,48.37,4.82,0,2.27
P011,2025-03-03 14:00:00,48.57,47.54,4.53,0,2.27
P011,2025-03-03 15:00:00,53.66,52.86,4.7,0,2.27
P011,2025-03-03 16:00:00,67.45,66.68,4.84,0,2.27
P011,2025-03-03 17:00:00,70.65,68.94,4.71,0,2.27
P011,2025-03-03 18:00:00,78.22,76.65,4.8,0,2.27
P011,2025-03-03 19:00:00,74.73,73.58,4.72,0,2.27
P011,2025-03-03 20:00:00,76.15,73.93,4.72,0,2.27
P011,2025-03-03 21:00:00,62.37,60.95,4.7,0,2.27
P011,2025-03-03 22:00:00,61.43,60.12,4.67,0,2.27
P011,2025-03-03 23:00:00,61.5,60.35,5.06,0,2.27
P011,2025-03-04 00:00:00,60.02,58.9,4.67,0,2.27
P011,2025-03-04 01:00:00,45.47,44.7,4.66,0,2.27
P011,2025-03-04 02:00:00,43.15,42.38,4.78,0,2.27
P011,2025-03-04 03:00:00,52.94,51.37,4.9,0,2.27
P011,2025-03-04 04:00:00,56.99,56.33,4.88,0,2.27
P011,2025-03-04 05:00:00,60.04,58.9,4.91,0,2.27
P011,2025-03-04 06:00:00,72.31,70.37,4.61,0,2.27
P011,2025-03-04 07:00:00,77.87,76.47,4.94,0,2.27
P011,2025-03-04 08:00:00,76.19,74.18,4.81,0,2.27
P011,2025-03-04 09:00:00,74.32,73.32,4.75,0,2.27
P011,2025-03-04 10:00:00,64.7,63.57,4.67,0,2.27
P011,2025-03-04 11:00:00,57.28,55.79,4.57,0,2.27
P011,2025-03-04 12:00:00,49.44,48.43,4.79,0,2.27
P011,2025-03-04 13:00:00,49.39,47.98,4.49,0,2.27
P011,2025-03-04 14:00:00,53.07,52.53,4.85,0,2.27
P011,2025-03-04 15:00:00,56.33,54.66,4.88,0,2.27
P011,2025-03-04 16:00:00,55.24,54.32,4.56,0,2.27
P011,2025-03-04 17:00:00,76.35,75.11,4.65,0,2.27
P011,2025-03-04 18:00:00,69.98,68.5,5.05,0,2.27
P011,2025-03-04 19:00:00,74.72,72.6,4.92,0,2.27
P011,2025-03-04 20:00:00,67.05,65.67,4.57,0,2.27
P011,2025-03-04 21:00:00,60.97,59.56,4.88,0,2.27
P011,2025-03-04 22:00:00,58.92,57.17,5.08,0,2.27
P011,2025-03-04 23:00:00,58.47,57.68,4.63,0,2.27
P011,2025-03-05 00:00:00,48.12,47.54,4.61,0,2.27
P011,2025-03-05 01:00:00,54.08,52.66,4.88,0,2.27
P011,2025-03-05 02:00:00,56.45,55.29,4.74,0,2.27
P011,2025-03-05 03:00:00,49.34,48.07,4.88,0,2.27
P011,2025-03-05 04:00:00,54.71,53.26,4.67,0,2.27
P011,2025-03-05 05:00:00,69.13,67.19,4.86,0,2.27
P011,2025-03-05 06:00:00,81.15,78.99,5.0,0,2.27
P011,2025-03-05 07:00:00,88.84,86.31,4.95,0,2.27
P011,2025-03-05 08:00:00,79.0,77.3,4.56,0,2.27
P011,2025-03-05 09:00:00,71.28,69.24,4.66,0,2.27
P011,2025-03-05 10:00:00,61.3,59.7,4.64,0,2.27
P011,2025-03-05 11:00:00,56.9,56.09,4.82,0,2.27
P011,2025-03-05 12:00:00,57.23,55.99,4.84,0,2.27
P011,2025-03-05 13:00:00,54.27,53.67,4.92,0,2.27
P011,2025-03-05 14:00:00,49.01,48.49,4.86,0,2.27
P011,2025-03-05 15:00:00,53.91,52.53,4.82,0,2.27
P011,2025-03-05 16:00:00,64.14,62.52,4.56,0,2.27
P011,2025-03-05 17:00:00,60.82,59.0,4.67,0,2.27
P011,2025-03-05 18:00:00,68.12,66.62,4.75,0,2.27
P011,2025-03-05 19:00:00,71.1,68.99,4.9,0,2.27
P011,2025-03-05 20:00:00,66.86,65.5,4.58,0,2.27
P011,2025-03-05 21:00:00,68.85,67.94,5.01,0,2.27
P011,2025-03-05 22:00:00,68.81,67.09,4.78,0,2.27
P011,2025-03-05 23:00:00,53.84,52.32,4.65,0,2.27
P011,2025-03-06 00:00:00,44.26,43.7,4.6,0,2.27
P011,2025-03-06 01:00:00,43.92,42.88,4.77,0,2.27
P011,2025-03-06 02:00:00,50.7,49.63,4.97,0,2.27
P011,2025-03-06 03:00:00,52.07,50.98,5.01,0,2.27
P011,2025-03-06 04:00:00,65.63,64.4,4.66,0,2.27
P011,2025-03-06 05:00:00,69.04,67.29,4.76,0,2.27
P011,2025-03-06 06:00:00,81.22,79.4,4.55,0,2.27
P011,2025-03-06 07:00:00,72.82,72.02,4.73,0,2.27
P011,2025-03-06 08:00:00,79.3,77.0,4.46,0,2.27
P011,2025-03-06 09:00:00,77.17,75.5,4.72,0,2.27
P011,2025-03-06 10:00:00,52.73,51.8,4.62,0,2.27
P011,2025-03-06 11:00:00,56.42,55.21,4.68,0,2.27
P011,2025-03-06 12:00:00,54.22,53.65,4.77,0,2.27
P011,2025-03-06 13:00:00,61.36,60.49,4.66,0,2.27
P011,2025-03-06 14:00:00,56.48,55.54,4.82,0,2.27
P011,2025-03-06 15:00:00,48.12,46.76,4.67,0,2.27
P011,2025-03-06 16:00:00,59.65,57.87,4.88,0,2.27
P011,2025-03-06 17:00:00,74.87,72.95,4.77,0,2.27
P011,2025-03-06 18:00:00,63.19,62.43,4.52,0,2.27
P011,2025-03-06 19:00:00,70.96,69.64,4.91,0,2.27
P011,2025-03-06 20:00:00,72.18,70.39,4.71,0,2.27
P011,2025-03-06 21:00:00,71.19,70.4,4.92,0,2.27
P011,2025-03-06 22:00:00,59.13,58.52,4.79,0,2.27
P011,2025-03-06 23:00:00,51.66,50.17,5.02,0,2.27
P011,2025-03-07 00:00:00,58.23,56.87,4.76,0,2.27
P011,2025-03-07 01:00:00,47.82,47.12,4.84,0,2.27
P011,2025-03-07 02:00:00,53.62,52.55,4.85,0,2.27
P011,2025-03-07 03:00:00,51.25,50.69,4.91,0,2.27
P011,2025-03-07 04:00:00,56.59,55.3,4.75,0,2.27
P011,2025-03-07 05:00:00,63.84,63.05,5.05,0,2.27
P011,2025-03-07 06:00:00,71.87,69.98,4.66,0,2.27
P011,2025-03-07 07:00:00,85.84,84.43,5.0,0,2.27
P011,2025-03-07 08:00:00,78.18,77.16,4.58,0,2.27
P011,2025-03-07 09:00:00,68.5,67.11,4.57,0,2.27
P011,2025-03-07 10:00:00,63.53,62.33,4.72,0,2.27
P011,2025-03-07 11:00:00,49.65,48.54,4.82,0,2.27
P011,2025-03-07 12:00:00,59.51,58.65,4.95,0,2.27
P011,2025-03-07 13:00:00,46.63,46.09,4.75,0,2.27
P011,2025-03-07 14:00:00,42.58,41.9,4.98,0,2.27
P011,2025-03-07 15:00:00,53.01,52.26,4.57,0,2.27
P011,2025-03-07 16:00:00,62.47,60.71,4.91,0,2.27
P011,2025-03-07 17:00:00,63.49,62.55,4.67,0,2.27
P011,2025-03-07 18:00:00,69.67,68.44,4.78,0,2.27
P011,2025-03-07 19:00:00,74.79,73.27,4.78,0,2.27
P011,2025-03-07 20:00:00,77.96,77.07,4.69,0,2.27
P011,2025-03-07 21:00:00,57.56,55.87,4.66,0,2.27
P011,2025-03-07 22:00:00,56.0,55.0,4.95,0,2.27
P011,2025-03-07 23:00:00,63.42,62.44,4.8,0,2.27
P011,2025-03-08 00:00:00,54.95,53.35,4.83,0,2.27
P011,2025-03-08 01:00:00,59.57,58.45,5.07,0,2.27
P011,2025-03-08 02:00:00,52.05,51.32,4.69,0,2.27
P011,2025-03-08 03:00:00,50.34,49.44,4.89,0,2.27
P011,2025-03-08 04:00:00,61.61,60.72,5.0,0,2.27
P011,2025-03-08 05:00:00,71.15,70.09,4.85,0,2.27
P011,2025-03-08 06:00:00,68.91,68.11,4.81,0,2.27
P011,2025-03-08 07:00:00,87.23,85.2,4.77,0,2.27
P011,2025-03-08 08:00:00,70.96,69.4,4.64,0,2.27
P011,2025-03-08 09:00:00,68.5,67.51,4.98,0,2.27
P011,2025-03-08 10:00:00,57.22,55.99,4.46,0,2.27
P011,2025-03-08 11:00:00,54.6,52.98,4.8,0,2.27
P011,2025-03-08 12:00:00,50.66,49.91,4.87,0,2.27
P011,2025-03-08 13:00:00,44.56,43.51,4.77,0,2.27
P011,2025-03-08 14:00:00,49.99,48.95,4.48,0,2.27
P011,2025-03-08 15:00:00,58.3,57.39,4.83,0,2.27
