timestamp,station_id,latitude,longitude,temperature_C,pH,conductivity_uScm,dissolved_oxygen_mgL,turbidity_NTU,nitrate_mgL,phosphate_mgL,ammonia_mgL,orp_mV,chlorine_mgL,total_coliforms_CFU_100mL,e_coli_CFU_100mL
2025-08-24T12:00:00,WTP-01,24.7136,46.6753,24.53,7.17,613.4,7.08,1.46,5.427,0.284,0.08,238.4,0.647,7,0
2025-08-24T15:00:00,WTP-01,24.7136,46.6753,22.04,7.21,706.7,7.98,1.59,7.37,0.241,0.038,253.1,0.628,1,0
2025-08-24T18:00:00,WTP-01,24.7136,46.6753,22.18,7.24,640.8,8.43,0.7,6.554,0.22,0.084,289.9,0.686,3,0
2025-08-24T21:00:00,WTP-01,24.7136,46.6753,22.46,7.2,681.7,7.63,1.65,5.699,0.337,0.03,236.0,0.496,7,0
2025-08-25T00:00:00,WTP-01,24.7136,46.6753,25.34,7.25,636.7,7.19,0.85,5.34,0.397,0.075,223.0,0.655,6,0
2025-08-25T03:00:00,WTP-01,24.7136,46.6753,26.43,7.13,678.3,7.36,2.64,4.288,0.18,0.05,258.4,0.616,5,0
2025-08-25T06:00:00,WTP-01,24.7136,46.6753,29.23,7.14,668.9,6.84,2.33,5.265,0.229,0.044,269.5,0.605,2,0
2025-08-25T09:00:00,WTP-01,24.7136,46.6753,26.95,7.22,618.8,7.21,1.56,4.778,0.179,0.062,247.1,0.53,2,0
2025-08-25T12:00:00,WTP-01,24.7136,46.6753,25.61,7.3,586.6,6.56,2.62,6.312,0.207,0.061,197.3,0.692,6,0
2025-08-25T15:00:00,WTP-01,24.7136,46.6753,23.03,7.15,636.6,7.25,1.76,5.355,0.226,0.024,247.4,0.626,0,0
2025-08-25T18:00:00,WTP-01,24.7136,46.6753,23.57,7.14,708.6,8.2,1.67,7.407,0.269,0.058,248.9,0.537,10,0
2025-08-25T21:00:00,WTP-01,24.7136,46.6753,23.08,7.19,646.4,8.15,1.39,5.441,0.236,0.069,259.9,0.544,5,0
2025-08-26T00:00:00,WTP-01,24.7136,46.6753,25.72,7.18,574.9,7.81,1.12,5.048,0.219,0.046,237.9,0.727,9,0
2025-08-26T03:00:00,WTP-01,24.7136,46.6753,27.0,7.31,660.7,8.12,2.84,6.332,0.288,0.062,227.1,0.753,10,0
2025-08-26T06:00:00,WTP-01,24.7136,46.6753,27.73,7.18,661.9,7.53,2.12,6.249,0.335,0.071,253.8,0.64,2,0
2025-08-26T09:00:00,WTP-01,24.7136,46.6753,26.53,7.25,624.8,6.85,1.05,5.45,0.293,0.047,222.6,0.552,5,0
2025-08-26T12:00:00,WTP-01,24.7136,46.6753,25.31,7.25,623.7,7.93,0.84,6.712,0.259,0.061,226.5,0.505,7,0
2025-08-26T15:00:00,WTP-01,24.7136,46.6753,21.96,7.23,691.8,7.91,1.93,6.608,0.203,0.079,240.8,0.649,3,0
2025-08-26T18:00:00,WTP-01,24.7136,46.6753,22.06,7.19,677.2,7.55,1.3,6.585,0.267,0.056,259.4,0.661,8,0
2025-08-26T21:00:00,WTP-01,24.7136,46.6753,22.82,7.17,698.6,7.34,0.41,6.512,0.19,0.064,276.7,0.802,10,0
2025-08-27T00:00:00,WTP-01,24.7136,46.6753,25.15,7.25,655.8,7.51,1.29,7.251,0.209,0.081,260.0,0.39,6,0
2025-08-27T03:00:00,WTP-01,24.7136,46.6753,27.79,7.23,677.7,8.16,1.96,5.478,0.309,0.073,261.2,0.472,4,0
2025-08-27T06:00:00,WTP-01,24.7136,46.6753,28.61,7.27,620.3,7.06,2.74,7.348,0.278,0.032,289.7,0.634,3,0
2025-08-27T09:00:00,WTP-01,24.7136,46.6753,27.44,7.27,683.9,7.61,0.91,8.45,0.195,0.044,216.9,0.677,5,0
2025-08-27T12:00:00,WTP-01,24.7136,46.6753,24.72,7.19,647.0,7.27,1.62,5.393,0.193,0.062,262.6,0.537,9,0
2025-08-27T15:00:00,WTP-01,24.7136,46.6753,23.05,7.2,697.7,7.58,1.39,5.612,0.267,0.056,236.7,0.53,3,0
2025-08-27T18:00:00,WTP-01,24.7136,46.6753,21.71,7.19,639.8,7.58,1.46,6.384,0.294,0.037,225.9,0.565,3,0
2025-08-27T21:00:00,WTP-01,24.7136,46.6753,23.7,7.14,634.8,7.81,2.03,5.696,0.154,0.047,277.0,0.494,5,0
2025-08-28T00:00:00,WTP-01,24.7136,46.6753,25.21,7.15,646.2,6.61,1.45,5.334,0.296,0.039,247.7,0.568,16,0
2025-08-28T03:00:00,WTP-01,24.7136,46.6753,27.8,7.23,633.4,7.76,2.73,6.109,0.191,0.04,284.1,0.453,0,0
2025-08-28T06:00:00,WTP-01,24.7136,46.6753,28.57,7.18,581.8,6.84,2.94,5.781,0.238,0.044,288.1,0.584,23,0
2025-08-28T09:00:00,WTP-01,24.7136,46.6753,25.86,7.24,614.3,7.56,0.73,6.233,0.205,0.036,258.8,0.581,6,0
2025-08-28T12:00:00,WTP-01,24.7136,46.6753,24.34,7.21,698.7,7.24,1.07,5.816,0.309,0.054,239.4,0.668,2,0
2025-08-28T15:00:00,WTP-01,24.7136,46.6753,22.66,7.23,661.8,7.83,2.31,6.551,0.243,0.026,235.7,0.597,8,0
2025-08-28T18:00:00,WTP-01,24.7136,46.6753,21.44,7.17,661.7,7.61,0.16,4.303,0.22,0.059,195.0,0.739,3,0
2025-08-28T21:00:00,WTP-01,24.7136,46.6753,22.52,7.14,746.4,7.75,1.51,6.709,0.217,0.05,251.1,0.578,11,0
2025-08-29T00:00:00,WTP-01,24.7136,46.6753,24.97,7.18,627.2,7.66,0.59,6.6,0.229,0.027,241.0,0.636,3,0
2025-08-29T03:00:00,WTP-01,24.7136,46.6753,27.57,7.14,679.7,7.42,1.62,5.867,0.327,0.053,235.9,0.62,7,0
2025-08-29T06:00:00,WTP-01,24.7136,46.6753,28.95,7.25,684.8,7.07,1.47,6.764,0.294,0.079,237.9,0.561,1,0
2025-08-29T09:00:00,WTP-01,24.7136,46.6753,26.84,7.14,606.2,7.51,1.47,6.388,0.168,0.05,291.5,0.682,8,0
2025-08-29T12:00:00,WTP-01,24.7136,46.6753,24.43,7.29,687.3,7.38,2.18,5.115,0.209,0.038,239.4,0.574,11,0
2025-08-29T15:00:00,WTP-01,24.7136,46.6753,23.02,7.29,647.5,6.72,1.97,4.7,0.19,0.045,252.5,0.672,4,0
2025-08-29T18:00:00,WTP-01,24.7136,46.6753,22.33,7.21,660.6,8.34,1.94,6.231,0.167,0.031,247.5,0.841,2,0
2025-08-29T21:00:00,WTP-01,24.7136,46.6753,22.97,7.17,666.9,8.68,0.45,6.466,0.247,0.059,241.4,0.57,5,0
2025-08-30T00:00:00,WTP-01,24.7136,46.6753,25.33,7.13,669.4,6.73,2.15,5.623,0.245,0.077,224.3,0.704,3,0
2025-08-30T03:00:00,WTP-01,24.7136,46.6753,27.08,7.16,699.4,7.33,1.67,4.959,0.274,0.059,234.2,0.581,6,0
2025-08-30T06:00:00,WTP-01,24.7136,46.6753,28.11,7.22,629.6,7.32,0.51,5.473,0.273,0.03,251.2,0.617,3,0
2025-08-30T09:00:00,WTP-01,24.7136,46.6753,27.28,7.15,657.2,7.6,1.37,5.496,0.141,0.073,258.1,0.738,1,0
2025-08-30T12:00:00,WTP-01,24.7136,46.6753,24.83,7.16,719.4,7.07,1.17,6.164,0.19,0.042,256.3,0.547,4,0
2025-08-30T15:00:00,WTP-01,24.7136,46.6753,22.97,7.25,650.6,6.85,1.71,5.795,0.319,0.079,279.3,0.635,19,0
2025-08-30T18:00:00,WTP-01,24.7136,46.6753,22.47,7.23,659.4,7.58,2.22,6.112,0.152,0.028,246.3,0.722,4,0
2025-08-30T21:00:00,WTP-01,24.7136,46.6753,23.28,7.11,641.0,7.6,2.4,5.446,0.315,0.026,276.9,0.566,5,0
2025-08-31T00:00:00,WTP-01,24.7136,46.6753,24.56,7.22,598.3,7.79,1.77,4.504,0.192,0.044,244.0,0.625,6,0
2025-08-31T03:00:00,WTP-01,24.7136,46.6753,26.62,7.19,604.7,7.53,1.78,5.594,0.22,0.048,251.7,0.592,3,0
2025-08-31T06:00:00,WTP-01,24.7136,46.6753,27.95,7.2,580.8,8.05,2.02,6.354,0.298,0.03,259.5,0.387,8,0
2025-08-31T09:00:00,WTP-01,24.7136,46.6753,27.85,7.19,626.4,7.69,1.88,5.561,0.151,0.038,263.5,0.534,4,0
2025-08-31T12:00:00,WTP-01,24.7136,46.6753,24.38,7.12,600.5,7.55,2.3,6.251,0.22,0.059,240.8,0.425,2,0
2025-08-31T15:00:00,WTP-01,24.7136,46.6753,23.82,7.16,671.0,7.07,1.81,5.74,0.234,0.062,240.6,0.485,8,0
2025-08-31T18:00:00,WTP-01,24.7136,46.6753,22.59,7.23,605.9,7.53,1.03,7.064,0.19,0.068,267.9,0.671,3,0
2025-08-31T21:00:00,WTP-01,24.7136,46.6753,22.09,7.29,576.6,7.25,2.19,6.168,0.296,0.061,279.4,0.528,7,0
2025-09-01T00:00:00,WTP-01,24.7136,46.6753,25.54,7.22,697.3,6.91,2.5,7.219,0.287,0.086,216.9,0.672,2,0
2025-09-01T03:00:00,WTP-01,24.7136,46.6753,27.49,7.13,617.7,7.71,2.64,6.26,0.236,0.008,245.8,0.598,3,0
2025-09-01T06:00:00,WTP-01,24.7136,46.6753,27.36,7.3,598.8,7.39,2.6,4.996,0.259,0.069,250.2,0.706,1,0
2025-09-01T09:00:00,WTP-01,24.7136,46.6753,26.48,7.19,610.1,7.88,2.64,6.196,0.256,0.053,273.6,0.625,4,0
2025-09-01T12:00:00,WTP-01,24.7136,46.6753,24.47,7.16,697.5,8.22,1.36,6.037,0.205,0.073,263.3,0.562,2,0
2025-09-01T15:00:00,WTP-01,24.7136,46.6753,22.42,7.21,711.4,7.31,1.27,6.221,0.185,0.035,250.5,0.877,7,0
2025-09-01T18:00:00,WTP-01,24.7136,46.6753,20.71,7.24,587.5,8.45,1.3,5.831,0.219,0.044,278.4,0.634,12,0
2025-09-01T21:00:00,WTP-01,24.7136,46.6753,22.39,7.12,698.2,8.21,1.02,5.681,0.204,0.057,284.6,0.682,10,0
2025-09-02T00:00:00,WTP-01,24.7136,46.6753,26.06,7.2,602.7,7.72,2.75,5.188,0.232,0.058,248.9,0.832,10,0
2025-09-02T03:00:00,WTP-01,24.7136,46.6753,27.83,7.31,676.3,6.72,3.18,5.984,0.208,0.028,266.7,0.729,6,0
2025-09-02T06:00:00,WTP-01,24.7136,46.6753,28.84,7.13,595.4,7.23,2.3,7.437,0.285,0.045,229.5,0.763,2,0
2025-09-02T09:00:00,WTP-01,24.7136,46.6753,25.77,7.14,658.7,6.87,1.45,6.271,0.241,0.04,225.0,0.531,1,0
2025-09-02T12:00:00,WTP-01,24.7136,46.6753,23.92,7.13,621.6,8.48,1.18,6.142,0.27,0.053,248.5,0.781,13,0
2025-09-02T15:00:00,WTP-01,24.7136,46.6753,22.38,7.18,605.3,7.46,1.0,6.541,0.254,0.036,269.9,0.692,1,0
2025-09-02T18:00:00,WTP-01,24.7136,46.6753,21.51,7.2,684.5,7.77,0.55,5.358,0.246,0.048,289.5,0.749,7,0
2025-09-02T21:00:00,WTP-01,24.7136,46.6753,22.85,7.16,693.8,7.86,1.08,6.719,0.278,0.034,248.0,0.653,31,0
2025-09-03T00:00:00,WTP-01,24.7136,46.6753,24.87,7.3,623.0,7.3,2.69,5.334,0.222,0.047,266.8,0.547,2,0
2025-09-03T03:00:00,WTP-01,24.7136,46.6753,27.32,7.26,695.7,7.08,2.76,6.17,0.312,0.061,219.6,0.658,5,0
2025-09-03T06:00:00,WTP-01,24.7136,46.6753,28.34,7.14,598.5,7.45,2.09,5.509,0.257,0.082,263.9,0.52,4,0
2025-09-03T09:00:00,WTP-01,24.7136,46.6753,26.81,7.17,628.5,7.29,1.67,4.001,0.131,0.043,246.0,0.601,2,0
2025-09-03T12:00:00,WTP-01,24.7136,46.6753,26.02,7.29,656.3,8.01,1.61,4.931,0.229,0.053,240.9,0.592,4,0
2025-09-03T15:00:00,WTP-01,24.7136,46.6753,21.9,7.21,662.8,7.71,1.3,5.19,0.211,0.052,227.7,0.568,0,0
2025-09-03T18:00:00,WTP-01,24.7136,46.6753,21.39,7.17,711.2,8.03,0.95,4.722,0.234,0.046,259.9,0.794,7,0
2025-09-03T21:00:00,WTP-01,24.7136,46.6753,22.34,7.13,670.1,7.47,1.2,6.477,0.174,0.016,238.1,0.76,3,0
2025-09-04T00:00:00,WTP-01,24.7136,46.6753,25.26,7.22,618.2,7.71,2.27,4.227,0.275,0.001,230.7,0.483,3,0
2025-09-04T03:00:00,WTP-01,24.7136,46.6753,25.55,7.17,695.7,6.49,1.29,6.211,0.378,0.023,222.1,0.538,11,0
2025-09-04T06:00:00,WTP-01,24.7136,46.6753,28.53,7.15,705.1,7.46,2.41,7.173,0.194,0.049,239.4,0.851,6,0
2025-09-04T09:00:00,WTP-01,24.7136,46.6753,27.12,7.19,689.8,6.9,1.54,5.712,0.205,0.049,267.1,0.349,7,0
2025-09-04T12:00:00,WTP-01,24.7136,46.6753,25.14,7.25,659.0,7.95,1.32,7.05,0.266,0.054,224.6,0.536,2,0
2025-09-04T15:00:00,WTP-01,24.7136,46.6753,23.19,7.11,587.8,8.57,1.06,6.16,0.176,0.052,235.6,0.718,12,0
2025-09-04T18:00:00,WTP-01,24.7136,46.6753,23.38,7.13,700.4,8.27,0.92,6.806,0.267,0.045,233.5,0.6,20,0
2025-09-04T21:00:00,WTP-01,24.7136,46.6753,23.35,7.24,617.7,6.8,1.84,6.15,0.3,0.036,265.2,0.642,4,0
2025-09-05T00:00:00,WTP-01,24.7136,46.6753,25.72,7.24,595.1,7.68,0.31,6.038,0.345,0.031,233.3,0.537,1,0
2025-09-05T03:00:00,WTP-01,24.7136,46.6753,27.19,7.2,703.7,7.01,1.1,5.074,0.249,0.035,244.2,0.541,9,0
2025-09-05T06:00:00,WTP-01,24.7136,46.6753,28.47,7.18,666.3,7.58,2.27,5.339,0.257,0.057,250.1,0.821,5,0
2025-09-05T09:00:00,WTP-01,24.7136,46.6753,27.72,7.17,644.8,7.53,2.22,6.62,0.291,0.041,258.0,0.715,8,0
2025-09-05T12:00:00,WTP-01,24.7136,46.6753,24.96,7.2,652.9,7.42,2.22,5.933,0.194,0.042,253.6,0.515,7,0
2025-09-05T15:00:00,WTP-01,24.7136,46.6753,22.36,7.31,665.2,7.83,1.14,6.252,0.274,0.069,230.4,0.661,6,0
2025-09-05T18:00:00,WTP-01,24.7136,46.6753,22.56,7.19,692.6,8.43,0.95,5.33,0.243,0.056,239.5,0.604,6,0
2025-09-05T21:00:00,WTP-01,24.7136,46.6753,22.06,7.14,541.1,8.11,1.51,6.838,0.193,0.05,254.3,0.775,1,0
2025-09-06T00:00:00,WTP-01,24.7136,46.6753,24.63,7.23,669.9,8.03,0.78,4.147,0.293,0.033,209.6,0.588,8,0
2025-09-06T03:00:00,WTP-01,24.7136,46.6753,26.28,7.18,669.2,7.7,2.09,5.769,0.244,0.065,250.7,0.451,2,0
2025-09-06T06:00:00,WTP-01,24.7136,46.6753,27.65,7.22,700.1,7.08,1.58,4.425,0.255,0.091,255.5,0.599,6,0
2025-09-06T09:00:00,WTP-01,24.7136,46.6753,27.27,7.12,661.5,7.08,0.65,5.586,0.224,0.071,228.7,0.467,5,0
2025-09-06T12:00:00,WTP-01,24.7136,46.6753,23.9,7.14,567.0,7.46,1.41,5.739,0.198,0.027,259.3,0.511,6,0
2025-09-06T15:00:00,WTP-01,24.7136,46.6753,23.17,7.18,617.8,7.68,1.38,6.176,0.328,0.051,237.2,0.454,2,0
2025-09-06T18:00:00,WTP-01,24.7136,46.6753,21.27,7.21,614.3,7.96,1.52,4.425,0.283,0.066,230.1,0.61,2,0
2025-09-06T21:00:00,WTP-01,24.7136,46.6753,22.58,7.2,644.6,7.85,1.83,5.893,0.27,0.039,276.3,0.452,11,0
2025-09-07T00:00:00,WTP-01,24.7136,46.6753,25.71,7.22,641.9,7.24,2.12,4.862,0.201,0.042,274.8,0.569,2,0
2025-09-07T03:00:00,WTP-01,24.7136,46.6753,26.65,7.15,697.3,8.2,1.41,7.124,0.226,0.061,278.2,0.68,3,0
2025-09-07T06:00:00,WTP-01,24.7136,46.6753,27.78,7.19,594.2,7.6,1.57,5.844,0.227,0.034,249.9,0.527,3,0
2025-09-07T09:00:00,WTP-01,24.7136,46.6753,27.52,7.16,690.1,7.42,2.43,7.931,0.226,0.041,245.1,0.535,12,0
2025-09-07T12:00:00,WTP-01,24.7136,46.6753,25.57,7.21,588.7,7.4,1.68,6.14,0.158,0.032,248.7,0.584,1,0
2025-09-07T15:00:00,WTP-01,24.7136,46.6753,23.79,7.22,628.4,8.17,2.19,5.825,0.31,0.039,253.2,0.662,8,0
2025-09-07T18:00:00,WTP-01,24.7136,46.6753,21.67,7.19,716.8,7.23,2.47,5.742,0.316,0.022,261.7,0.622,1,0
2025-09-07T21:00:00,WTP-01,24.7136,46.6753,22.81,7.28,614.6,6.35,1.54,6.76,0.199,0.067,229.3,0.481,8,0
2025-09-08T00:00:00,WTP-01,24.7136,46.6753,24.29,7.21,676.9,8.26,2.03,6.609,0.253,0.058,275.0,0.523,3,0
2025-09-08T03:00:00,WTP-01,24.7136,46.6753,26.13,7.28,696.6,7.31,2.51,5.704,0.255,0.047,243.4,0.575,2,0
2025-09-08T06:00:00,WTP-01,24.7136,46.6753,29.31,7.23,626.8,6.99,1.94,5.808,0.306,0.054,235.4,0.677,5,0
2025-09-08T09:00:00,WTP-01,24.7136,46.6753,26.9,7.16,749.4,7.98,0.81,6.277,0.323,0.02,251.5,0.638,2,0
2025-09-08T12:00:00,WTP-01,24.7136,46.6753,25.82,7.28,776.1,6.94,1.65,4.334,0.278,0.039,288.5,0.553,1,0
2025-09-08T15:00:00,WTP-01,24.7136,46.6753,23.21,7.19,650.2,8.05,2.21,5.313,0.249,0.039,261.9,0.573,5,0
2025-09-08T18:00:00,WTP-01,24.7136,46.6753,21.48,7.2,650.7,7.94,0.68,6.474,0.115,0.037,240.2,0.459,5,0
2025-09-08T21:00:00,WTP-01,24.7136,46.6753,22.95,7.17,697.1,7.54,1.19,4.735,0.247,0.039,283.7,0.488,2,0
2025-09-09T00:00:00,WTP-01,24.7136,46.6753,24.53,7.19,713.9,7.9,2.02,4.867,0.192,0.001,233.8,0.578,7,0
2025-09-09T03:00:00,WTP-01,24.7136,46.6753,27.65,7.2,687.1,8.46,1.54,5.016,0.26,0.073,231.2,0.437,12,0
2025-09-09T06:00:00,WTP-01,24.7136,46.6753,28.28,7.21,609.2,7.4,2.88,6.359,0.298,0.045,265.0,0.632,2,0
2025-09-09T09:00:00,WTP-01,24.7136,46.6753,27.58,7.26,613.4,7.07,1.4,7.296,0.278,0.024,248.1,0.59,2,0
2025-09-09T12:00:00,WTP-01,24.7136,46.6753,24.77,7.18,675.3,7.15,2.51,4.471,0.316,0.046,267.2,0.561,10,0
2025-09-09T15:00:00,WTP-01,24.7136,46.6753,22.98,7.22,672.3,7.55,0.95,5.025,0.301,0.065,263.0,0.538,4,0
2025-09-09T18:00:00,WTP-01,24.7136,46.6753,22.81,7.24,647.5,7.82,1.32,7.085,0.24,0.055,272.9,0.447,14,0
2025-09-09T21:00:00,WTP-01,24.7136,46.6753,22.37,7.24,644.2,7.48,0.74,5.921,0.192,0.016,252.4,0.7,16,0
2025-09-10T00:00:00,WTP-01,24.7136,46.6753,24.56,7.28,640.3,7.5,2.14,7.018,0.244,0.042,248.9,0.6,9,0
2025-09-10T03:00:00,WTP-01,24.7136,46.6753,27.92,7.22,644.8,7.91,0.59,5.588,0.212,0.049,206.0,0.632,4,0
2025-09-10T06:00:00,WTP-01,24.7136,46.6753,27.61,7.2,650.5,7.54,1.84,4.531,0.228,0.066,244.1,0.529,9,0
2025-09-10T09:00:00,WTP-01,24.7136,46.6753,26.76,7.18,668.4,7.27,0.7,5.951,0.245,0.07,230.6,0.489,4,0
2025-09-10T12:00:00,WTP-01,24.7136,46.6753,24.75,7.2,665.8,7.63,2.27,4.059,0.131,0.04,271.9,0.657,0,0
2025-09-10T15:00:00,WTP-01,24.7136,46.6753,21.89,7.23,623.0,6.86,1.02,6.119,0.24,0.027,215.9,0.574,3,0
2025-09-10T18:00:00,WTP-01,24.7136,46.6753,22.48,7.11,651.8,7.98,2.61,5.615,0.266,0.014,202.2,0.718,4,0
2025-09-10T21:00:00,WTP-01,24.7136,46.6753,23.03,7.12,656.0,8.61,2.27,5.512,0.23,0.027,233.0,0.751,4,0
2025-09-11T00:00:00,WTP-01,24.7136,46.6753,23.89,7.24,626.4,7.85,1.52,4.766,0.258,0.094,259.9,0.621,10,0
2025-09-11T03:00:00,WTP-01,24.7136,46.6753,27.76,7.21,715.3,7.67,1.55,5.81,0.137,0.032,242.4,0.475,2,0
2025-09-11T06:00:00,WTP-01,24.7136,46.6753,27.96,7.22,661.6,6.3,1.33,6.744,0.243,0.04,222.8,0.59,1,0
2025-09-11T09:00:00,WTP-01,24.7136,46.6753,26.33,7.09,661.6,7.38,1.97,5.112,0.288,0.081,255.2,0.534,5,0
2025-09-11T12:00:00,WTP-01,24.7136,46.6753,25.31,7.18,590.6,7.4,2.22,4.778,0.197,0.053,230.3,0.463,3,0
2025-09-11T15:00:00,WTP-01,24.7136,46.6753,22.53,7.14,661.7,7.61,0.82,5.286,0.327,0.051,252.0,0.495,13,0
2025-09-11T18:00:00,WTP-01,24.7136,46.6753,22.09,7.18,649.2,7.65,2.23,5.139,0.212,0.071,238.1,0.56,16,0
2025-09-11T21:00:00,WTP-01,24.7136,46.6753,23.53,7.28,666.9,8.42,1.38,4.586,0.293,0.014,253.4,0.828,6,0
2025-09-12T00:00:00,WTP-01,24.7136,46.6753,24.97,7.12,612.4,7.22,0.28,6.038,0.238,0.017,258.1,0.568,5,0
2025-09-12T03:00:00,WTP-01,24.7136,46.6753,26.88,7.21,691.4,7.58,3.12,6.786,0.336,0.001,251.9,0.52,4,0
2025-09-12T06:00:00,WTP-01,24.7136,46.6753,27.34,7.21,689.8,7.62,0.58,7.634,0.265,0.034,253.1,0.62,3,0
2025-09-12T09:00:00,WTP-01,24.7136,46.6753,26.88,7.17,673.0,7.28,2.17,6.296,0.219,0.057,231.9,0.722,1,0
2025-09-12T12:00:00,WTP-01,24.7136,46.6753,24.46,7.15,693.2,7.97,1.79,6.858,0.206,0.057,247.5,0.562,4,0
2025-09-12T15:00:00,WTP-01,24.7136,46.6753,22.65,7.29,645.8,7.32,1.97,5.955,0.181,0.071,235.1,0.623,4,0
2025-09-12T18:00:00,WTP-01,24.7136,46.6753,22.82,7.15,700.2,8.17,0.96,5.094,0.268,0.033,252.0,0.377,1,0
2025-09-12T21:00:00,WTP-01,24.7136,46.6753,23.48,7.23,631.3,6.88,1.69,4.737,0.239,0.074,261.9,0.568,5,0
2025-09-13T00:00:00,WTP-01,24.7136,46.6753,24.7,7.18,696.0,7.65,2.26,6.231,0.192,0.023,219.0,0.785,11,0
2025-09-13T03:00:00,WTP-01,24.7136,46.6753,26.49,7.23,615.2,7.19,2.23,5.356,0.193,0.059,287.3,0.698,8,0
2025-09-13T06:00:00,WTP-01,24.7136,46.6753,27.72,7.24,594.2,7.83,1.28,6.229,0.208,0.061,249.3,0.542,6,0
2025-09-13T09:00:00,WTP-01,24.7136,46.6753,26.38,7.23,668.9,6.92,2.38,6.431,0.225,0.013,254.6,0.496,2,0
2025-09-13T12:00:00,WTP-01,24.7136,46.6753,24.05,7.22,641.4,7.69,1.91,6.212,0.283,0.049,226.3,0.506,3,0
2025-09-13T15:00:00,WTP-01,24.7136,46.6753,23.69,7.18,604.3,7.91,2.31,4.991,0.349,0.058,270.7,0.589,9,0
2025-09-13T18:00:00,WTP-01,24.7136,46.6753,22.3,7.16,679.7,7.38,1.63,5.757,0.239,0.065,229.2,0.54,1,0
2025-09-13T21:00:00,WTP-01,24.7136,46.6753,22.96,7.19,614.5,8.07,1.42,5.81,0.262,0.064,230.8,0.457,13,0
2025-09-14T00:00:00,WTP-01,24.7136,46.6753,24.68,7.23,607.2,8.36,0.96,6.175,0.29,0.039,267.0,0.601,13,0
2025-09-14T03:00:00,WTP-01,24.7136,46.6753,26.82,7.16,638.6,7.11,1.73,6.932,0.237,0.037,250.6,0.57,2,0
2025-09-14T06:00:00,WTP-01,24.7136,46.6753,27.66,7.24,658.4,6.81,2.0,6.627,0.241,0.074,270.4,0.492,3,0
2025-09-14T09:00:00,WTP-01,24.7136,46.6753,27.0,7.17,655.7,7.36,2.31,5.913,0.319,0.044,268.5,0.452,16,0
2025-09-14T12:00:00,WTP-01,24.7136,46.6753,24.34,7.19,636.2,7.74,1.91,5.329,0.253,0.01,278.8,0.569,5,0
2025-09-14T15:00:00,WTP-01,24.7136,46.6753,22.73,7.2,716.2,7.35,2.5,5.671,0.284,0.039,222.9,0.468,7,0
2025-09-14T18:00:00,WTP-01,24.7136,46.6753,21.07,7.17,665.5,8.12,1.09,3.669,0.276,0.026,209.7,0.613,8,0
2025-09-14T21:00:00,WTP-01,24.7136,46.6753,23.93,7.18,640.7,8.96,1.4,4.901,0.264,0.047,257.3,0.656,23,0
2025-09-15T00:00:00,WTP-01,24.7136,46.6753,24.81,7.15,659.8,7.1,2.39,5.773,0.222,0.041,264.4,0.767,3,0
2025-09-15T03:00:00,WTP-01,24.7136,46.6753,26.38,7.25,613.1,7.46,1.25,6.585,0.297,0.065,270.7,0.521,2,0
2025-09-15T06:00:00,WTP-01,24.7136,46.6753,28.88,7.17,608.5,7.63,1.52,5.24,0.178,0.04,248.3,0.653,9,0
2025-09-15T09:00:00,WTP-01,24.7136,46.6753,27.38,7.17,630.6,7.42,0.6,6.768,0.314,0.037,242.0,0.659,4,0
2025-09-15T12:00:00,WTP-01,24.7136,46.6753,25.57,7.2,625.7,7.8,1.75,6.286,0.254,0.049,297.8,0.611,8,0
2025-09-15T15:00:00,WTP-01,24.7136,46.6753,21.66,7.31,618.4,7.64,1.52,7.597,0.246,0.082,258.1,0.588,5,0
2025-09-15T18:00:00,WTP-01,24.7136,46.6753,21.53,7.2,595.4,8.05,1.81,6.397,0.25,0.058,282.1,0.491,5,0
2025-09-15T21:00:00,WTP-01,24.7136,46.6753,22.78,7.16,673.4,7.46,1.74,5.471,0.263,0.034,273.7,0.474,7,0
2025-09-16T00:00:00,WTP-01,24.7136,46.6753,25.4,7.22,610.2,7.62,0.79,5.798,0.301,0.066,250.3,0.602,7,0
2025-09-16T03:00:00,WTP-01,24.7136,46.6753,27.77,7.18,519.0,6.95,2.73,5.973,0.233,0.073,248.0,0.642,1,0
2025-09-16T06:00:00,WTP-01,24.7136,46.6753,26.75,7.19,639.4,7.1,1.93,6.211,0.242,0.025,259.7,0.674,1,0
2025-09-16T09:00:00,WTP-01,24.7136,46.6753,27.06,7.22,615.6,6.95,2.45,5.794,0.283,0.031,248.9,0.716,3,0
2025-09-16T12:00:00,WTP-01,24.7136,46.6753,25.4,7.16,662.3,7.38,2.29,5.3,0.281,0.044,246.8,0.599,2,0
2025-09-16T15:00:00,WTP-01,24.7136,46.6753,23.29,7.19,581.7,7.81,2.1,7.026,0.231,0.053,251.0,0.554,2,0
2025-09-16T18:00:00,WTP-01,24.7136,46.6753,22.81,7.17,617.7,7.74,1.91,5.887,0.308,0.061,206.4,0.648,3,0
2025-09-16T21:00:00,WTP-01,24.7136,46.6753,24.28,7.19,654.4,7.95,1.12,6.046,0.216,0.058,244.5,0.517,2,0
2025-09-17T00:00:00,WTP-01,24.7136,46.6753,24.95,7.12,657.6,7.48,1.59,5.582,0.404,0.077,225.1,0.499,3,0
2025-09-17T03:00:00,WTP-01,24.7136,46.6753,26.93,7.19,673.4,7.67,1.55,5.669,0.272,0.034,274.1,0.639,5,0
